time	V(in1/out1)	V(in2)	I(D1)
1.782226562500002e-03	4.355469e-01	4.343359e-01	1.210930e-04
1.784179687500002e-03	4.316406e-01	4.305182e-01	1.122459e-04
1.786132812500002e-03	4.277344e-01	4.266940e-01	1.040347e-04
1.788085937500002e-03	4.238281e-01	4.228640e-01	9.641522e-05
1.790039062500002e-03	4.199219e-01	4.190284e-01	8.934595e-05
1.791992187500002e-03	4.160156e-01	4.151877e-01	8.278818e-05
1.793945312500002e-03	4.121094e-01	4.113423e-01	7.670577e-05
1.795898437500002e-03	4.082031e-01	4.074925e-01	7.106501e-05
1.797851562500002e-03	4.042969e-01	4.036385e-01	6.583449e-05
1.799804687500002e-03	4.003906e-01	3.997808e-01	6.098492e-05
1.801757812500002e-03	3.964844e-01	3.959195e-01	5.648903e-05
1.803710937500002e-03	3.925781e-01	3.920549e-01	5.232145e-05
1.805664062500002e-03	3.886719e-01	3.881873e-01	4.845854e-05
1.807617187500002e-03	3.847656e-01	3.843168e-01	4.487836e-05
1.809570312500002e-03	3.808594e-01	3.804438e-01	4.156046e-05
1.811523437500002e-03	3.769531e-01	3.765683e-01	3.848585e-05
1.813476562500002e-03	3.730469e-01	3.726905e-01	3.563689e-05
1.815429687500002e-03	3.691406e-01	3.688107e-01	3.299719e-05
1.817382812500002e-03	3.652344e-01	3.649289e-01	3.055152e-05
1.819335937500002e-03	3.613281e-01	3.610453e-01	2.828574e-05
1.821289062500002e-03	3.574219e-01	3.571600e-01	2.618673e-05
1.823242187500002e-03	3.535156e-01	3.532732e-01	2.424230e-05
1.825195312500002e-03	3.496094e-01	3.493850e-01	2.244116e-05
1.827148437500002e-03	3.457031e-01	3.454954e-01	2.077280e-05
1.829101562500002e-03	3.417969e-01	3.416046e-01	1.922751e-05
1.831054687500002e-03	3.378906e-01	3.377126e-01	1.779624e-05
1.833007812500002e-03	3.339844e-01	3.338197e-01	1.647064e-05
1.834960937500002e-03	3.300781e-01	3.299257e-01	1.524295e-05
1.836914062500002e-03	3.261719e-01	3.260308e-01	1.410595e-05
1.838867187500002e-03	3.222656e-01	3.221351e-01	1.305299e-05
1.840820312500002e-03	3.183594e-01	3.182386e-01	1.207788e-05
1.842773437500002e-03	3.144531e-01	3.143414e-01	1.117488e-05
1.844726562500002e-03	3.105469e-01	3.104435e-01	1.033867e-05
1.846679687500002e-03	3.066406e-01	3.065450e-01	9.564338e-06
1.848632812500002e-03	3.027344e-01	3.026459e-01	8.847304e-06
1.850585937500002e-03	2.988281e-01	2.987463e-01	8.183346e-06
1.852539062500002e-03	2.949219e-01	2.948462e-01	7.568544e-06
1.854492187500002e-03	2.910156e-01	2.909456e-01	6.999270e-06
1.856445312500002e-03	2.871094e-01	2.870446e-01	6.472159e-06
1.858398437500002e-03	2.832031e-01	2.831433e-01	5.984096e-06
1.860351562500002e-03	2.792969e-01	2.792416e-01	5.532195e-06
1.862304687500002e-03	2.753906e-01	2.753395e-01	5.113784e-06
1.864257812500002e-03	2.714844e-01	2.714371e-01	4.726384e-06
1.866210937500002e-03	2.675781e-01	2.675344e-01	4.367702e-06
1.868164062500002e-03	2.636719e-01	2.636315e-01	4.035614e-06
1.870117187500002e-03	2.597656e-01	2.597283e-01	3.728152e-06
1.872070312500002e-03	2.558594e-01	2.558249e-01	3.443493e-06
1.874023437500002e-03	2.519531e-01	2.519213e-01	3.179949e-06
1.875976562500002e-03	2.480469e-01	2.480175e-01	2.935956e-06
1.877929687500002e-03	2.441406e-01	2.441135e-01	2.710068e-06
1.879882812500002e-03	2.402344e-01	2.402094e-01	2.500943e-06
1.881835937500002e-03	2.363281e-01	2.363050e-01	2.307340e-06
1.883789062500002e-03	2.324219e-01	2.324006e-01	2.128109e-06
1.885742187500002e-03	2.285156e-01	2.284960e-01	1.962185e-06
1.887695312500002e-03	2.246094e-01	2.245913e-01	1.808582e-06
1.889648437500002e-03	2.207031e-01	2.206865e-01	1.666387e-06
1.891601562500002e-03	2.167969e-01	2.167815e-01	1.534755e-06
1.895507812500002e-03	2.089844e-01	2.089714e-01	1.300106e-06
1.899414062500002e-03	2.011719e-01	2.011609e-01	1.099041e-06
1.903320312500002e-03	1.933594e-01	1.933501e-01	9.267657e-07
1.907226562500002e-03	1.855469e-01	1.855391e-01	7.791686e-07
1.911132812500002e-03	1.777344e-01	1.777278e-01	6.527251e-07
1.915039062500002e-03	1.699219e-01	1.699164e-01	5.444139e-07
1.918945312500002e-03	1.621094e-01	1.621049e-01	4.516445e-07
1.922851562500002e-03	1.542969e-01	1.542931e-01	3.721962e-07
1.926757812500002e-03	1.464844e-01	1.464813e-01	3.041657e-07
1.930664062500002e-03	1.386719e-01	1.386694e-01	2.459210e-07
1.934570312500002e-03	1.308594e-01	1.308574e-01	1.960634e-07
1.936523437500002e-03	1.269531e-01	1.269514e-01	1.738981e-07
1.940429687500002e-03	1.191406e-01	1.191393e-01	1.344275e-07
1.944335937500002e-03	1.113281e-01	1.113271e-01	1.006596e-07
1.950195312500002e-03	9.960938e-02	9.960879e-02	5.894866e-08
1.956054687500002e-03	8.789062e-02	8.789036e-02	2.598212e-08
1.961914062500001e-03	7.617187e-02	7.617187e-02	-4.843818e-11
1.967773437500001e-03	6.445312e-02	6.445333e-02	-2.057810e-08
1.971958705357143e-03	5.608259e-02	5.608291e-02	-3.194464e-08
1.976143973214285e-03	4.771205e-02	4.771247e-02	-4.203340e-08
1.980329241071428e-03	3.934152e-02	3.934203e-02	-5.084439e-08
1.984514508928570e-03	3.097098e-02	3.097157e-02	-5.837759e-08
1.988699776785713e-03	2.260045e-02	2.260109e-02	-6.463302e-08
1.992885044642855e-03	1.422991e-02	1.423061e-02	-6.961066e-08
1.997070312499997e-03	5.859375e-03	5.860108e-03	-7.331053e-08
1.998046875000002e-03	3.906250e-03	3.906992e-03	-7.418148e-08
2.000000000000000e-03	3.885781e-15	7.582371e-07	-7.582371e-08
