#time	V(in1)	V(in2)	I(R3)
1.803239756212196e-03	-2.283164e-01	-2.282543e-01	-6.208155e-08
1.803547294717520e-03	-2.327938e-01	-2.327318e-01	-6.196254e-08
1.803854833222844e-03	-2.372672e-01	-2.372052e-01	-6.201763e-08
1.804162371728168e-03	-2.417367e-01	-2.416744e-01	-6.224680e-08
1.826176171681879e-03	-5.619780e-01	-5.619206e-01	-5.743874e-08
1.848189971635590e-03	-8.822070e-01	-8.821537e-01	-5.332518e-08
1.870203771589301e-03	-1.202423e+00	-1.202374e+00	-4.990612e-08
1.892217571543012e-03	-1.522627e+00	-1.522580e+00	-4.718157e-08
1.914231371496724e-03	-1.842819e+00	-1.842774e+00	-4.515151e-08
1.936245171450435e-03	-2.162998e+00	-2.162954e+00	-4.381595e-08
1.958258971404146e-03	-2.483165e+00	-2.483122e+00	-4.317489e-08
1.963560310689860e-03	-2.560286e+00	-2.560243e+00	-4.292179e-08
1.968861649975573e-03	-2.637398e+00	-2.637355e+00	-4.266424e-08
1.974162989261287e-03	-2.714501e+00	-2.714459e+00	-4.240223e-08
1.979464328547001e-03	-2.791596e+00	-2.791553e+00	-4.213576e-08
1.984765667832714e-03	-2.868681e+00	-2.868639e+00	-4.186483e-08
1.990067007118428e-03	-2.945758e+00	-2.945716e+00	-4.158945e-08
1.995368346404142e-03	-3.022826e+00	-3.022785e+00	-4.130960e-08
1.998046875000002e-03	-3.061540e+00	-3.061500e+00	-4.079203e-08
1.998303783733366e-03	-3.065233e+00	-3.065192e+00	-4.071869e-08
1.998560692466730e-03	-3.068914e+00	-3.068874e+00	-4.062988e-08
1.998817601200094e-03	-3.072583e+00	-3.072543e+00	-4.052560e-08
1.999074509933458e-03	-3.076241e+00	-3.076201e+00	-4.040585e-08
1.999331418666822e-03	-3.079887e+00	-3.079847e+00	-4.027064e-08
1.999588327400186e-03	-3.083522e+00	-3.083481e+00	-4.011996e-08
1.999845236133550e-03	-3.087144e+00	-3.087104e+00	-3.995381e-08
1.999919489491443e-03	-3.088187e+00	-3.088147e+00	-3.989992e-08
2.000000000000000e-03	-3.089317e+00	-3.089277e+00	-3.984076e-08
