[s],MA1[]
-6.97400e-04,5.67831E-02
-6.97360e-04,5.67546E-02
-6.97320e-04,5.67190E-02
-6.97280e-04,5.66619E-02
-6.97240e-04,5.65978E-02
-6.97200e-04,5.65336E-02
-6.97160e-04,5.66263E-02
-6.97120e-04,5.66263E-02
-6.97080e-04,5.65336E-02
-6.97040e-04,5.65336E-02
-6.97000e-04,5.64695E-02
-6.96960e-04,5.64410E-02
-6.96920e-04,5.63768E-02
-6.96880e-04,5.63768E-02
-6.96840e-04,5.63127E-02
-6.96800e-04,5.62557E-02
-6.96760e-04,5.61915E-02
-6.96720e-04,5.61273E-02
-6.96680e-04,5.60988E-02
-6.96640e-04,5.60062E-02
-6.96600e-04,5.59705E-02
-6.96560e-04,5.59420E-02
-6.96520e-04,5.58494E-02
-6.96480e-04,5.58494E-02
-6.96440e-04,5.59420E-02
-6.96400e-04,5.58779E-02
-6.96360e-04,5.59420E-02
-6.96320e-04,5.59705E-02
-6.96280e-04,5.59064E-02
-6.96240e-04,5.58779E-02
-6.96200e-04,5.59064E-02
-6.96160e-04,5.58137E-02
-6.96120e-04,5.56925E-02
-6.96080e-04,5.55642E-02
-6.96040e-04,5.55001E-02
-6.96000e-04,5.55001E-02
-6.95960e-04,5.53789E-02
-6.95920e-04,5.53789E-02
-6.95880e-04,5.53433E-02
-6.95840e-04,5.53148E-02
-6.95800e-04,5.51936E-02
-6.95760e-04,5.51294E-02
-6.95720e-04,5.50938E-02
-6.95680e-04,5.51294E-02
-6.95640e-04,5.51294E-02
-6.95600e-04,5.50368E-02
-6.95560e-04,5.50011E-02
-6.95520e-04,5.50011E-02
-6.95480e-04,5.50368E-02
-6.95440e-04,5.49726E-02
-6.95400e-04,5.49370E-02
-6.95360e-04,5.49726E-02
-6.95320e-04,5.49726E-02
-6.95280e-04,5.48800E-02
-6.95240e-04,5.48443E-02
-6.95200e-04,5.47873E-02
-6.95160e-04,5.47517E-02
-6.95120e-04,5.45663E-02
-6.95080e-04,5.44737E-02
-6.95040e-04,5.44380E-02
-6.95000e-04,5.44380E-02
-6.94960e-04,5.43454E-02
-6.94920e-04,5.44095E-02
-6.94880e-04,5.44095E-02
-6.94840e-04,5.44095E-02
-6.94800e-04,5.43169E-02
-6.94760e-04,5.43810E-02
-6.94720e-04,5.43169E-02
-6.94680e-04,5.42812E-02
-6.94640e-04,5.42812E-02
-6.94600e-04,5.41886E-02
-6.94560e-04,5.40959E-02
-6.94520e-04,5.40959E-02
-6.94480e-04,5.40959E-02
-6.94440e-04,5.40674E-02
-6.94400e-04,5.40959E-02
-6.94360e-04,5.40318E-02
-6.94320e-04,5.40318E-02
-6.94280e-04,5.40032E-02
-6.94240e-04,5.39391E-02
-6.94200e-04,5.39106E-02
-6.94160e-04,5.37538E-02
-6.94120e-04,5.36896E-02
-6.94080e-04,5.36255E-02
-6.94040e-04,5.34401E-02
-6.94000e-04,5.33118E-02
-6.93960e-04,5.33118E-02
-6.93920e-04,5.33118E-02
-6.93880e-04,5.32548E-02
-6.93840e-04,5.32192E-02
-6.93800e-04,5.32833E-02
-6.93760e-04,5.32548E-02
-6.93720e-04,5.31907E-02
-6.93680e-04,5.31265E-02
-6.93640e-04,5.32192E-02
-6.93600e-04,5.32548E-02
-6.93560e-04,5.31622E-02
-6.93520e-04,5.31265E-02
-6.93480e-04,5.30624E-02
-6.93440e-04,5.30053E-02
-6.93400e-04,5.30053E-02
-6.93360e-04,5.29697E-02
-6.93320e-04,5.28770E-02
-6.93280e-04,5.28129E-02
-6.93240e-04,5.27844E-02
-6.93200e-04,5.27202E-02
-6.93160e-04,5.26561E-02
-6.93120e-04,5.25991E-02
-6.93080e-04,5.25991E-02
-6.93040e-04,5.24993E-02
-6.93000e-04,5.24422E-02
-6.92960e-04,5.24422E-02
-6.92920e-04,5.24708E-02
-6.92880e-04,5.24066E-02
-6.92840e-04,5.24066E-02
-6.92800e-04,5.23496E-02
-6.92760e-04,5.24066E-02
-6.92720e-04,5.24066E-02
-6.92680e-04,5.23496E-02
-6.92640e-04,5.22498E-02
-6.92600e-04,5.22854E-02
-6.92560e-04,5.22498E-02
-6.92520e-04,5.15370E-02
-6.92480e-04,5.05961E-02
-6.92440e-04,5.12234E-02
-6.92400e-04,5.16297E-02
-6.92360e-04,5.11592E-02
-6.92320e-04,5.11307E-02
-6.92280e-04,5.15655E-02
-6.92240e-04,5.14372E-02
-6.92200e-04,5.12519E-02
-6.92160e-04,5.14087E-02
-6.92120e-04,5.13445E-02
-6.92080e-04,5.12234E-02
-6.92040e-04,5.10666E-02
-6.92000e-04,5.10666E-02
-6.91960e-04,5.10666E-02
-6.91920e-04,5.10024E-02
-6.91880e-04,5.09383E-02
-6.91840e-04,5.09097E-02
-6.91800e-04,5.07814E-02
-6.91760e-04,5.07244E-02
-6.91720e-04,5.06603E-02
-6.91680e-04,5.06888E-02
-6.91640e-04,5.06246E-02
-6.91600e-04,5.05676E-02
-6.91560e-04,5.05676E-02
-6.91520e-04,5.04749E-02
-6.91480e-04,5.04108E-02
-6.91440e-04,5.04393E-02
-6.91400e-04,5.04393E-02
-6.91360e-04,5.03752E-02
-6.91320e-04,5.03466E-02
-6.91280e-04,5.03466E-02
-6.91240e-04,5.03466E-02
-6.91200e-04,5.03466E-02
-6.91160e-04,5.03181E-02
-6.91120e-04,5.02183E-02
-6.91080e-04,5.01898E-02
-6.91040e-04,5.01613E-02
-6.91000e-04,5.00687E-02
-6.90960e-04,5.00972E-02
-6.90920e-04,5.00330E-02
-6.90880e-04,5.00687E-02
-6.90840e-04,5.00045E-02
-6.90800e-04,4.99404E-02
-6.90760e-04,4.98477E-02
-6.90720e-04,4.98121E-02
-6.90680e-04,4.98762E-02
-6.90640e-04,5.04393E-02
-6.90600e-04,5.03181E-02
-6.90560e-04,4.91919E-02
-6.90520e-04,4.93773E-02
-6.90480e-04,4.98477E-02
-6.90440e-04,4.97194E-02
-6.90400e-04,4.94414E-02
-6.90360e-04,4.95982E-02
-6.90320e-04,4.96267E-02
-6.90280e-04,4.94699E-02
-6.90240e-04,4.93773E-02
-6.90200e-04,4.94058E-02
-6.90160e-04,4.94058E-02
-6.90120e-04,4.93487E-02
-6.90080e-04,4.93487E-02
-6.90040e-04,4.93773E-02
-6.90000e-04,4.93131E-02
-6.89960e-04,4.92204E-02
-6.89920e-04,4.92204E-02
-6.89880e-04,4.92204E-02
-6.89840e-04,4.91919E-02
-6.89800e-04,4.92561E-02
-6.89760e-04,4.92561E-02
-6.89720e-04,4.91919E-02
-6.89680e-04,4.92204E-02
-6.89640e-04,4.91563E-02
-6.89600e-04,4.91919E-02
-6.89560e-04,4.92204E-02
-6.89520e-04,4.91563E-02
-6.89480e-04,4.90636E-02
-6.89440e-04,4.89995E-02
-6.89400e-04,4.89425E-02
-6.89360e-04,4.89068E-02
-6.89320e-04,4.87856E-02
-6.89280e-04,4.87500E-02
-6.89240e-04,4.87215E-02
-6.89200e-04,4.86930E-02
-6.89160e-04,4.86930E-02
-6.89120e-04,4.86930E-02
-6.89080e-04,4.87856E-02
-6.89040e-04,4.87856E-02
-6.89000e-04,4.88783E-02
-6.88960e-04,4.88783E-02
-6.88920e-04,4.88498E-02
-6.88880e-04,4.88142E-02
-6.88840e-04,4.88783E-02
-6.88800e-04,4.87856E-02
-6.88760e-04,4.88142E-02
-6.88720e-04,4.87500E-02
-6.88680e-04,4.87500E-02
-6.88640e-04,4.86573E-02
-6.88600e-04,4.86288E-02
-6.88560e-04,4.85932E-02
-6.88520e-04,4.85362E-02
-6.88480e-04,4.84435E-02
-6.88440e-04,4.84435E-02
-6.88400e-04,4.83152E-02
-6.88360e-04,4.82511E-02
-6.88320e-04,4.82225E-02
-6.88280e-04,4.81869E-02
-6.88240e-04,4.81584E-02
-6.88200e-04,4.81584E-02
-6.88160e-04,4.81299E-02
-6.88120e-04,4.81299E-02
-6.88080e-04,4.80942E-02
-6.88040e-04,4.80372E-02
-6.88000e-04,4.80942E-02
-6.87960e-04,4.80942E-02
-6.87920e-04,4.80657E-02
-6.87880e-04,4.80016E-02
-6.87840e-04,4.79731E-02
-6.87800e-04,4.79374E-02
-6.87760e-04,4.78163E-02
-6.87720e-04,4.78163E-02
-6.87680e-04,4.77521E-02
-6.87640e-04,4.76880E-02
-6.87600e-04,4.75953E-02
-6.87560e-04,4.75311E-02
-6.87520e-04,4.75311E-02
-6.87480e-04,4.74741E-02
-6.87440e-04,4.73743E-02
-6.87400e-04,4.74100E-02
-6.87360e-04,4.73458E-02
-6.87320e-04,4.72817E-02
-6.87280e-04,4.72532E-02
-6.87240e-04,4.72817E-02
-6.87200e-04,4.72532E-02
-6.87160e-04,4.72246E-02
-6.87120e-04,4.72246E-02
-6.87080e-04,4.71890E-02
-6.87040e-04,4.71605E-02
-6.87000e-04,4.71605E-02
-6.86960e-04,4.70963E-02
-6.86920e-04,4.70322E-02
-6.86880e-04,4.69680E-02
-6.86840e-04,4.69395E-02
-6.86800e-04,4.68184E-02
-6.86760e-04,4.68184E-02
-6.86720e-04,4.67542E-02
-6.86680e-04,4.66615E-02
-6.86640e-04,4.66615E-02
-6.86600e-04,4.67186E-02
-6.86560e-04,4.66900E-02
-6.86520e-04,4.65617E-02
-6.86480e-04,4.71890E-02
-6.86440e-04,4.80657E-02
-6.86400e-04,4.73173E-02
-6.86360e-04,4.68469E-02
-6.86320e-04,4.73173E-02
-6.86280e-04,4.72817E-02
-6.86240e-04,4.68469E-02
-6.86200e-04,4.69395E-02
-6.86160e-04,4.70037E-02
-6.86120e-04,4.68469E-02
-6.86080e-04,4.67827E-02
-6.86040e-04,4.68469E-02
-6.86000e-04,4.68469E-02
-6.85960e-04,4.67186E-02
-6.85920e-04,4.66900E-02
-6.85880e-04,4.66900E-02
-6.85840e-04,4.66259E-02
-6.85800e-04,4.65617E-02
-6.85760e-04,4.66259E-02
-6.85720e-04,4.66259E-02
-6.85680e-04,4.65974E-02
-6.85640e-04,4.65047E-02
-6.85600e-04,4.65617E-02
-6.85560e-04,4.64691E-02
-6.85520e-04,4.64406E-02
-6.85480e-04,4.64121E-02
-6.85440e-04,4.63764E-02
-6.85400e-04,4.63123E-02
-6.85360e-04,4.62838E-02
-6.85320e-04,4.63123E-02
-6.85280e-04,4.62552E-02
-6.85240e-04,4.62196E-02
-6.85200e-04,4.61911E-02
-6.85160e-04,4.61269E-02
-6.85120e-04,4.61555E-02
-6.85080e-04,4.60628E-02
-6.85040e-04,4.60058E-02
-6.85000e-04,4.60058E-02
-6.84960e-04,4.59060E-02
-6.84920e-04,4.58133E-02
-6.84880e-04,4.58133E-02
-6.84840e-04,4.57492E-02
-6.84800e-04,4.57207E-02
-6.84760e-04,4.56921E-02
-6.84720e-04,4.57207E-02
-6.84680e-04,4.56921E-02
-6.84640e-04,4.56921E-02
-6.84600e-04,4.50007E-02
-6.84560e-04,4.50934E-02
-6.84520e-04,4.61555E-02
-6.84480e-04,4.59701E-02
-6.84440e-04,4.54997E-02
-6.84400e-04,4.56280E-02
-6.84360e-04,4.57207E-02
-6.84320e-04,4.55638E-02
-6.84280e-04,4.54070E-02
-6.84240e-04,4.53429E-02
-6.84200e-04,4.54427E-02
-6.84160e-04,4.53144E-02
-6.84120e-04,4.51576E-02
-6.84080e-04,4.52502E-02
-6.84040e-04,4.51932E-02
-6.84000e-04,4.50934E-02
-6.83960e-04,4.50934E-02
-6.83920e-04,4.51290E-02
-6.83880e-04,4.50934E-02
-6.83840e-04,4.50007E-02
-6.83800e-04,4.50007E-02
-6.83760e-04,4.50007E-02
-6.83720e-04,4.49722E-02
-6.83680e-04,4.49437E-02
-6.83640e-04,4.49437E-02
-6.83600e-04,4.49081E-02
-6.83560e-04,4.47869E-02
-6.83520e-04,4.47228E-02
-6.83480e-04,4.46586E-02
-6.83440e-04,4.46586E-02
-6.83400e-04,4.46301E-02
-6.83360e-04,4.45659E-02
-6.83320e-04,4.45659E-02
-6.83280e-04,4.45659E-02
-6.83240e-04,4.45374E-02
-6.83200e-04,4.45659E-02
-6.83160e-04,4.45659E-02
-6.83120e-04,4.45659E-02
-6.83080e-04,4.45659E-02
-6.83040e-04,4.45374E-02
-6.83000e-04,4.44376E-02
-6.82960e-04,4.43806E-02
-6.82920e-04,4.43450E-02
-6.82880e-04,4.42523E-02
-6.82840e-04,4.41882E-02
-6.82800e-04,4.40955E-02
-6.82760e-04,4.40670E-02
-6.82720e-04,4.40028E-02
-6.82680e-04,4.39743E-02
-6.82640e-04,4.39102E-02
-6.82600e-04,4.38460E-02
-6.82560e-04,4.37249E-02
-6.82520e-04,4.37249E-02
-6.82480e-04,4.37819E-02
-6.82440e-04,4.37249E-02
-6.82400e-04,4.35680E-02
-6.82360e-04,4.36607E-02
-6.82320e-04,4.36607E-02
-6.82280e-04,4.35966E-02
-6.82240e-04,4.35324E-02
-6.82200e-04,4.35324E-02
-6.82160e-04,4.34683E-02
-6.82120e-04,4.33756E-02
-6.82080e-04,4.34112E-02
-6.82040e-04,4.33471E-02
-6.82000e-04,4.33471E-02
-6.81960e-04,4.33186E-02
-6.81920e-04,4.33186E-02
-6.81880e-04,4.32188E-02
-6.81840e-04,4.31903E-02
-6.81800e-04,4.31261E-02
-6.81760e-04,4.31261E-02
-6.81720e-04,4.30335E-02
-6.81680e-04,4.30049E-02
-6.81640e-04,4.29693E-02
-6.81600e-04,4.29408E-02
-6.81560e-04,4.29123E-02
-6.81520e-04,4.28481E-02
-6.81480e-04,4.28125E-02
-6.81440e-04,4.28125E-02
-6.81400e-04,4.27840E-02
-6.81360e-04,4.27555E-02
-6.81320e-04,4.26557E-02
-6.81280e-04,4.25987E-02
-6.81240e-04,4.26557E-02
-6.81200e-04,4.25987E-02
-6.81160e-04,4.25345E-02
-6.81120e-04,4.25060E-02
-6.81080e-04,4.24703E-02
-6.81040e-04,4.24418E-02
-6.81000e-04,4.23492E-02
-6.80960e-04,4.23777E-02
-6.80920e-04,4.23777E-02
-6.80880e-04,4.23492E-02
-6.80840e-04,4.23492E-02
-6.80800e-04,4.23135E-02
-6.80760e-04,4.23492E-02
-6.80720e-04,4.22850E-02
-6.80680e-04,4.22494E-02
-6.80640e-04,4.21924E-02
-6.80600e-04,4.20641E-02
-6.80560e-04,4.20641E-02
-6.80520e-04,4.20355E-02
-6.80480e-04,4.19714E-02
-6.80440e-04,4.19429E-02
-6.80400e-04,4.19072E-02
-6.80360e-04,4.19072E-02
-6.80320e-04,4.18787E-02
-6.80280e-04,4.18146E-02
-6.80240e-04,4.17504E-02
-6.80200e-04,4.17219E-02
-6.80160e-04,4.15936E-02
-6.80120e-04,4.16293E-02
-6.80080e-04,4.15936E-02
-6.80040e-04,4.15651E-02
-6.80000e-04,4.15010E-02
-6.79960e-04,4.15366E-02
-6.79920e-04,4.15010E-02
-6.79880e-04,4.14368E-02
-6.79840e-04,4.14083E-02
-6.79800e-04,4.13441E-02
-6.79760e-04,4.13441E-02
-6.79720e-04,4.13156E-02
-6.79680e-04,4.13156E-02
-6.79640e-04,4.13441E-02
-6.79600e-04,4.13441E-02
-6.79560e-04,4.12871E-02
-6.79520e-04,4.13156E-02
-6.79480e-04,4.12515E-02
-6.79440e-04,4.12871E-02
-6.79400e-04,4.12230E-02
-6.79360e-04,4.11873E-02
-6.79320e-04,4.11588E-02
-6.79280e-04,4.10662E-02
-6.79240e-04,4.10305E-02
-6.79200e-04,4.09093E-02
-6.79160e-04,4.09379E-02
-6.79120e-04,4.09093E-02
-6.79080e-04,4.07810E-02
-6.79040e-04,4.06884E-02
-6.79000e-04,4.07240E-02
-6.78960e-04,4.07525E-02
-6.78920e-04,4.07810E-02
-6.78880e-04,4.07525E-02
-6.78840e-04,4.07525E-02
-6.78800e-04,4.07810E-02
-6.78760e-04,4.08167E-02
-6.78720e-04,4.08167E-02
-6.78680e-04,4.07525E-02
-6.78640e-04,4.07240E-02
-6.78600e-04,4.06599E-02
-6.78560e-04,4.06242E-02
-6.78520e-04,4.05957E-02
-6.78480e-04,4.06242E-02
-6.78440e-04,4.05316E-02
-6.78400e-04,4.05031E-02
-6.78360e-04,4.04104E-02
-6.78320e-04,4.03748E-02
-6.78280e-04,4.03462E-02
-6.78240e-04,4.03462E-02
-6.78200e-04,4.03462E-02
-6.78160e-04,4.02536E-02
-6.78120e-04,4.02536E-02
-6.78080e-04,4.02536E-02
-6.78040e-04,4.01894E-02
-6.78000e-04,4.02536E-02
-6.77960e-04,4.02536E-02
-6.77920e-04,4.02536E-02
-6.77880e-04,4.02536E-02
-6.77840e-04,4.01894E-02
-6.77800e-04,4.01894E-02
-6.77760e-04,4.00968E-02
-6.77720e-04,3.99114E-02
-6.77680e-04,3.98473E-02
-6.77640e-04,3.98117E-02
-6.77600e-04,3.96905E-02
-6.77560e-04,3.96905E-02
-6.77520e-04,3.96620E-02
-6.77480e-04,3.96620E-02
-6.77440e-04,3.96620E-02
-6.77400e-04,3.97190E-02
-6.77360e-04,3.97190E-02
-6.77320e-04,3.97831E-02
-6.77280e-04,3.96905E-02
-6.77240e-04,3.96905E-02
-6.77200e-04,3.96620E-02
-6.77160e-04,3.95978E-02
-6.77120e-04,3.96263E-02
-6.77080e-04,3.95337E-02
-6.77040e-04,3.94695E-02
-6.77000e-04,3.94054E-02
-6.76960e-04,3.93483E-02
-6.76920e-04,3.92842E-02
-6.76880e-04,3.92557E-02
-6.76840e-04,3.91915E-02
-6.76800e-04,3.91274E-02
-6.76760e-04,3.90632E-02
-6.76720e-04,3.90632E-02
-6.76680e-04,3.90062E-02
-6.76640e-04,3.90062E-02
-6.76600e-04,3.89706E-02
-6.76560e-04,3.90347E-02
-6.76520e-04,3.90347E-02
-6.76480e-04,3.90347E-02
-6.76440e-04,3.90347E-02
-6.76400e-04,3.90062E-02
-6.76360e-04,3.90062E-02
-6.76320e-04,3.89706E-02
-6.76280e-04,3.88779E-02
-6.76240e-04,3.88138E-02
-6.76200e-04,3.87852E-02
-6.76160e-04,3.87211E-02
-6.76120e-04,3.87211E-02
-6.76080e-04,3.86926E-02
-6.76040e-04,3.86284E-02
-6.76000e-04,3.86284E-02
-6.75960e-04,3.85643E-02
-6.75920e-04,3.85999E-02
-6.75880e-04,3.84716E-02
-6.75840e-04,3.85001E-02
-6.75800e-04,3.84431E-02
-6.75760e-04,3.84431E-02
-6.75720e-04,3.84075E-02
-6.75680e-04,3.84075E-02
-6.75640e-04,3.83433E-02
-6.75600e-04,3.83790E-02
-6.75560e-04,3.83433E-02
-6.75520e-04,3.83433E-02
-6.75480e-04,3.82863E-02
-6.75440e-04,3.82863E-02
-6.75400e-04,3.82863E-02
-6.75360e-04,3.81936E-02
-6.75320e-04,3.81936E-02
-6.75280e-04,3.82221E-02
-6.75240e-04,3.81936E-02
-6.75200e-04,3.81295E-02
-6.75160e-04,3.81295E-02
-6.75120e-04,3.80938E-02
-6.75080e-04,3.80653E-02
-6.75040e-04,3.80368E-02
-6.75000e-04,3.80653E-02
-6.74960e-04,3.80368E-02
-6.74920e-04,3.80012E-02
-6.74880e-04,3.79085E-02
-6.74840e-04,3.79085E-02
-6.74800e-04,3.78444E-02
-6.74760e-04,3.78444E-02
-6.74720e-04,3.78159E-02
-6.74680e-04,3.78159E-02
-6.74640e-04,3.78159E-02
-6.74600e-04,3.78444E-02
-6.74560e-04,3.78800E-02
-6.74520e-04,3.77873E-02
-6.74480e-04,3.76875E-02
-6.74440e-04,3.76305E-02
-6.74400e-04,3.75949E-02
-6.74360e-04,3.75022E-02
-6.74320e-04,3.75307E-02
-6.74280e-04,3.75664E-02
-6.74240e-04,3.75307E-02
-6.74200e-04,3.74381E-02
-6.74160e-04,3.74381E-02
-6.74120e-04,3.74737E-02
-6.74080e-04,3.75022E-02
-6.74040e-04,3.74096E-02
-6.74000e-04,3.74381E-02
-6.73960e-04,3.74737E-02
-6.73920e-04,3.74096E-02
-6.73880e-04,3.73811E-02
-6.73840e-04,3.73454E-02
-6.73800e-04,3.73811E-02
-6.73760e-04,3.74096E-02
-6.73720e-04,3.73811E-02
-6.73680e-04,3.73169E-02
-6.73640e-04,3.72813E-02
-6.73600e-04,3.72527E-02
-6.73560e-04,3.72242E-02
-6.73520e-04,3.70959E-02
-6.73480e-04,3.70318E-02
-6.73440e-04,3.70318E-02
-6.73400e-04,3.69391E-02
-6.73360e-04,3.69748E-02
-6.73320e-04,3.69391E-02
-6.73280e-04,3.69106E-02
-6.73240e-04,3.69748E-02
-6.73200e-04,3.69748E-02
-6.73160e-04,3.70318E-02
-6.73120e-04,3.69748E-02
-6.73080e-04,3.69748E-02
-6.73040e-04,3.70033E-02
-6.73000e-04,3.70318E-02
-6.72960e-04,3.69748E-02
-6.72920e-04,3.69748E-02
-6.72880e-04,3.69748E-02
-6.72840e-04,3.69106E-02
-6.72800e-04,3.68179E-02
-6.72760e-04,3.67538E-02
-6.72720e-04,3.66611E-02
-6.72680e-04,3.66611E-02
-6.72640e-04,3.65970E-02
-6.72600e-04,3.65043E-02
-6.72560e-04,3.64687E-02
-6.72520e-04,3.64117E-02
-6.72480e-04,3.64117E-02
-6.72440e-04,3.63119E-02
-6.72400e-04,3.62548E-02
-6.72360e-04,3.63475E-02
-6.72320e-04,3.63119E-02
-6.72280e-04,3.62548E-02
-6.72240e-04,3.61265E-02
-6.72200e-04,3.60980E-02
-6.72160e-04,3.61622E-02
-6.72120e-04,3.61907E-02
-6.72080e-04,3.61265E-02
-6.72040e-04,3.61265E-02
-6.72000e-04,3.60980E-02
-6.71960e-04,3.59697E-02
-6.71920e-04,3.59697E-02
-6.71880e-04,3.59056E-02
-6.71840e-04,3.58129E-02
-6.71800e-04,3.57559E-02
-6.71760e-04,3.57844E-02
-6.71720e-04,3.57844E-02
-6.71680e-04,3.58486E-02
-6.71640e-04,3.58129E-02
-6.71600e-04,3.57844E-02
-6.71560e-04,3.55634E-02
-6.71520e-04,3.59412E-02
-6.71480e-04,3.61622E-02
-6.71440e-04,3.59697E-02
-6.71400e-04,3.56561E-02
-6.71360e-04,3.53781E-02
-6.71320e-04,3.55349E-02
-6.71280e-04,3.54423E-02
-6.71240e-04,3.54066E-02
-6.71200e-04,3.54066E-02
-6.71160e-04,3.53496E-02
-6.71120e-04,3.51928E-02
-6.71080e-04,3.50930E-02
-6.71040e-04,3.51572E-02
-6.71000e-04,3.50360E-02
-6.70960e-04,3.49077E-02
-6.70920e-04,3.50003E-02
-6.70880e-04,3.50003E-02
-6.70840e-04,3.49077E-02
-6.70800e-04,3.48792E-02
-6.70760e-04,3.48435E-02
-6.70720e-04,3.49077E-02
-6.70680e-04,3.48150E-02
-6.70640e-04,3.48435E-02
-6.70600e-04,3.47865E-02
-6.70560e-04,3.47509E-02
-6.70520e-04,3.46867E-02
-6.70480e-04,3.46867E-02
-6.70440e-04,3.45941E-02
-6.70400e-04,3.45370E-02
-6.70360e-04,3.45370E-02
-6.70320e-04,3.44729E-02
-6.70280e-04,3.44372E-02
-6.70240e-04,3.44372E-02
-6.70200e-04,3.43446E-02
-6.70160e-04,3.43161E-02
-6.70120e-04,3.43446E-02
-6.70080e-04,3.43446E-02
-6.70040e-04,3.43161E-02
-6.70000e-04,3.42804E-02
-6.69960e-04,3.42804E-02
-6.69920e-04,3.42804E-02
-6.69880e-04,3.42234E-02
-6.69840e-04,3.42234E-02
-6.69800e-04,3.42804E-02
-6.69760e-04,3.42519E-02
-6.69720e-04,3.42234E-02
-6.69680e-04,3.40951E-02
-6.69640e-04,3.36247E-02
-6.69600e-04,3.32184E-02
-6.69560e-04,3.39383E-02
-6.69520e-04,3.43161E-02
-6.69480e-04,3.38171E-02
-6.69440e-04,3.36603E-02
-6.69400e-04,3.37530E-02
-6.69360e-04,3.36888E-02
-6.69320e-04,3.35320E-02
-6.69280e-04,3.35320E-02
-6.69240e-04,3.35962E-02
-6.69200e-04,3.35962E-02
-6.69160e-04,3.34678E-02
-6.69120e-04,3.35035E-02
-6.69080e-04,3.35320E-02
-6.69040e-04,3.35035E-02
-6.69000e-04,3.34678E-02
-6.68960e-04,3.34678E-02
-6.68920e-04,3.34393E-02
-6.68880e-04,3.33467E-02
-6.68840e-04,3.33467E-02
-6.68800e-04,3.33467E-02
-6.68760e-04,3.32825E-02
-6.68720e-04,3.32540E-02
-6.68680e-04,3.32184E-02
-6.68640e-04,3.31614E-02
-6.68600e-04,3.31257E-02
-6.68560e-04,3.30687E-02
-6.68520e-04,3.31257E-02
-6.68480e-04,3.31257E-02
-6.68440e-04,3.31257E-02
-6.68400e-04,3.31899E-02
-6.68360e-04,3.31899E-02
-6.68320e-04,3.32540E-02
-6.68280e-04,3.31614E-02
-6.68240e-04,3.31614E-02
-6.68200e-04,3.31614E-02
-6.68160e-04,3.31614E-02
-6.68120e-04,3.30972E-02
-6.68080e-04,3.31257E-02
-6.68040e-04,3.30330E-02
-6.68000e-04,3.30972E-02
-6.67960e-04,3.30045E-02
-6.67920e-04,3.29404E-02
-6.67880e-04,3.29404E-02
-6.67840e-04,3.28762E-02
-6.67800e-04,3.28762E-02
-6.67760e-04,3.28121E-02
-6.67720e-04,3.27551E-02
-6.67680e-04,3.27551E-02
-6.67640e-04,3.26909E-02
-6.67600e-04,3.26268E-02
-6.67560e-04,3.25982E-02
-6.67520e-04,3.25341E-02
-6.67480e-04,3.25341E-02
-6.67440e-04,3.25626E-02
-6.67400e-04,3.25982E-02
-6.67360e-04,3.25982E-02
-6.67320e-04,3.25626E-02
-6.67280e-04,3.25056E-02
-6.67240e-04,3.25341E-02
-6.67200e-04,3.25056E-02
-6.67160e-04,3.24414E-02
-6.67120e-04,3.24058E-02
-6.67080e-04,3.24414E-02
-6.67040e-04,3.24414E-02
-6.67000e-04,3.23773E-02
-6.66960e-04,3.23488E-02
-6.66920e-04,3.22561E-02
-6.66880e-04,3.22205E-02
-6.66840e-04,3.21278E-02
-6.66800e-04,3.21278E-02
-6.66760e-04,3.21278E-02
-6.66720e-04,3.21563E-02
-6.66680e-04,3.21563E-02
-6.66640e-04,3.20993E-02
-6.66600e-04,3.20637E-02
-6.66560e-04,3.20637E-02
-6.66520e-04,3.20637E-02
-6.66480e-04,3.19710E-02
-6.66440e-04,3.19425E-02
-6.66400e-04,3.19710E-02
-6.66360e-04,3.19068E-02
-6.66320e-04,3.18142E-02
-6.66280e-04,3.17857E-02
-6.66240e-04,3.17500E-02
-6.66200e-04,3.17500E-02
-6.66160e-04,3.16574E-02
-6.66120e-04,3.16289E-02
-6.66080e-04,3.15932E-02
-6.66040e-04,3.15362E-02
-6.66000e-04,3.14079E-02
-6.65960e-04,3.14435E-02
-6.65920e-04,3.13437E-02
-6.65880e-04,3.14435E-02
-6.65840e-04,3.14720E-02
-6.65800e-04,3.14435E-02
-6.65760e-04,3.15362E-02
-6.65720e-04,3.14079E-02
-6.65680e-04,3.15006E-02
-6.65640e-04,3.14079E-02
-6.65600e-04,3.14079E-02
-6.65560e-04,3.14435E-02
-6.65520e-04,3.16289E-02
-6.65480e-04,3.11299E-02
-6.65440e-04,3.09089E-02
-6.65400e-04,3.09731E-02
-6.65360e-04,3.12511E-02
-6.65320e-04,3.13794E-02
-6.65280e-04,3.11299E-02
-6.65240e-04,3.11584E-02
-6.65200e-04,3.11299E-02
-6.65160e-04,3.10943E-02
-6.65120e-04,3.10658E-02
-6.65080e-04,3.11584E-02
-6.65040e-04,3.11584E-02
-6.65000e-04,3.10658E-02
-6.64960e-04,3.10943E-02
-6.64920e-04,3.11869E-02
-6.64880e-04,3.11299E-02
-6.64840e-04,3.11299E-02
-6.64800e-04,3.11869E-02
-6.64760e-04,3.11584E-02
-6.64720e-04,3.11299E-02
-6.64680e-04,3.10658E-02
-6.64640e-04,3.10372E-02
-6.64600e-04,3.09731E-02
-6.64560e-04,3.09375E-02
-6.64520e-04,3.09089E-02
