[s],MA1[],CH1[V],CH2[V]
-0.00096776,0.130914,,
-0.00096772,0.130881,,
-0.00096768,0.130849,,
-0.00096764,0.130946,,
-0.0009676,0.13103399999999998,,
-0.00096756,0.13106600000000002,,
-0.00096752,0.131098,,
-0.00096748,0.13125799999999999,,
-0.00096744,0.13125799999999999,,
-0.0009674,0.13131400000000001,,
-0.00096736,0.131346,,
-0.00096732,0.131442,,
-0.00096728,0.13150599999999998,,
-0.00096724,0.13153800000000002,,
-0.0009672,0.132194,,
-0.00096716,0.13303399999999999,,
-0.00096712,0.132226,,
-0.00096708,0.131914,,
-0.00096704,0.13253800000000002,,
-0.000967,0.132658,,
-0.00096696,0.13231400000000001,,
-0.00096692,0.132626,,
-0.00096688,0.13275399999999998,,
-0.00096684,0.13269,,
-0.0009668,0.13281800000000002,,
-0.00096676,0.132914,,
-0.00096672,0.133002,,
-0.00096668,0.133002,,
-0.00096664,0.13303399999999999,,
-0.0009666,0.133098,,
-0.00096656,0.133098,,
-0.00096652,0.133162,,
-0.00096648,0.133194,,
-0.00096644,0.13325,,
-0.0009664,0.13331500000000002,,
-0.00096636,0.133443,,
-0.00096632,0.133347,,
-0.00096628,0.133347,,
-0.00096624,0.133379,,
-0.0009662,0.133379,,
-0.00096616,0.133475,,
-0.00096612,0.133507,,
-0.00096608,0.133627,,
-0.00096604,0.133659,,
-0.000966,0.13375499999999999,,
-0.00096596,0.133787,,
-0.00096592,0.133883,,
-0.00096588,0.133971,,
-0.00096584,0.133939,,
-0.0009658,0.133971,,
-0.00096576,0.134003,,
-0.00096572,0.134035,,
-0.00096568,0.13406700000000002,,
-0.00096564,0.134099,,
-0.0009656,0.134195,,
-0.00096556,0.13422699999999999,,
-0.00096552,0.13428299999999999,,
-0.00096548,0.134411,,
-0.00096544,0.134443,,
-0.0009654,0.13506700000000002,,
-0.00096536,0.135659,,
-0.00096532,0.135251,,
-0.00096528,0.13431500000000002,,
-0.00096524,0.134251,,
-0.0009652,0.134787,,
-0.00096516,0.134819,,
-0.00096512,0.134691,,
-0.00096508,0.134851,,
-0.00096504,0.134971,,
-0.000965,0.134819,,
-0.00096496,0.134787,,
-0.00096492,0.134939,,
-0.00096488,0.13506700000000002,,
-0.00096484,0.135099,,
-0.0009648,0.135131,,
-0.00096476,0.135195,,
-0.00096472,0.135251,,
-0.00096468,0.135283,,
-0.00096464,0.13531500000000002,,
-0.0009646,0.135379,,
-0.00096456,0.135475,,
-0.00096452,0.13556300000000002,,
