TIME ms, IN1, IN2, MATH
1, -2.759801, -2.742843, 0.036238
0.998, -2.746373, -2.731857, 0.03868
0.996, -2.718297, -2.706222, 0.041121
0.994, -2.698766, -2.68425, 0.03868
0.992, -2.671911, -2.653732, 0.035017
0.99, -2.640172, -2.625656, 0.03868
0.988, -2.6182, -2.602463, 0.037459
0.986, -2.585241, -2.568283, 0.036238
0.984, -2.553502, -2.536545, 0.036238
0.982, -2.529088, -2.508468, 0.032576
0.98, -2.501012, -2.482834, 0.035017
0.979, -2.482702, -2.463302, 0.033797
0.977, -2.448522, -2.430343, 0.035017
0.975, -2.419225, -2.402267, 0.036238
0.973, -2.389928, -2.37175, 0.035017
0.971, -2.359411, -2.342453, 0.036238
0.969, -2.331334, -2.313156, 0.035017
0.967, -2.308141, -2.2863, 0.031355
0.965, -2.283727, -2.261886, 0.031355
0.963, -2.249547, -2.227707, 0.031355
0.961, -2.221471, -2.200851, 0.032576
0.959, -2.193395, -2.171554, 0.031355
0.957, -2.168981, -2.149582, 0.033797
0.955, -2.140905, -2.120285, 0.032576
0.953, -2.111608, -2.088547, 0.030135
0.951, -2.082311, -2.06047, 0.031355
0.949, -2.054235, -2.032394, 0.031355
0.947, -2.033483, -2.010422, 0.030135
0.945, -2.004186, -1.979904, 0.028914
0.943, -1.973668, -1.950607, 0.030135
0.941, -1.944371, -1.92131, 0.030135
0.939, -1.915075, -1.890792, 0.028914
0.938, -1.88944, -1.865158, 0.028914
0.936, -1.867467, -1.843185, 0.028914
0.934, -1.843053, -1.818771, 0.028914
0.932, -1.813756, -1.787033, 0.026472
0.93, -1.788121, -1.761398, 0.026472
0.928, -1.758825, -1.734542, 0.028914
0.926, -1.736852, -1.710128, 0.026472
0.924, -1.709996, -1.684494, 0.027693
0.922, -1.679479, -1.653976, 0.027693
0.92, -1.650182, -1.6259, 0.028914
0.918, -1.620885, -1.594162, 0.026472
0.916, -1.59525, -1.569748, 0.027693
0.914, -1.57694, -1.548996, 0.025252
0.912, -1.545202, -1.519699, 0.027693
0.91, -1.518346, -1.492843, 0.027693
0.908, -1.487828, -1.461105, 0.026472
0.906, -1.460973, -1.433029, 0.025252
0.904, -1.440221, -1.411056, 0.024031
0.902, -1.412145, -1.381759, 0.02281
0.9, -1.384069, -1.354904, 0.024031
0.898, -1.35111, -1.321945, 0.024031
0.896, -1.323034, -1.29631, 0.026472
0.895, -1.305944, -1.278, 0.025252
0.893, -1.277868, -1.251144, 0.026472
0.891, -1.265661, -1.234054, 0.02159
0.889, -1.227819, -1.199875, 0.025252
0.887, -1.207067, -1.17546, 0.02159
0.885, -1.174108, -1.143722, 0.02281
0.883, -1.152135, -1.12297, 0.024031
0.881, -1.124059, -1.093673, 0.02281
0.879, -1.093541, -1.061935, 0.02159
0.877, -1.069127, -1.03508, 0.019148
0.875, -1.037389, -1.005783, 0.02159
0.873, -1.016637, -0.988693, 0.025252
0.871, -0.989782, -0.959396, 0.02281
0.869, -0.961705, -0.932541, 0.024031
0.867, -0.93485, -0.904464, 0.02281
0.865, -0.905553, -0.875168, 0.02281
0.863, -0.879918, -0.849533, 0.02281
0.861, -0.859166, -0.828781, 0.02281
0.859, -0.834752, -0.803146, 0.02159
0.857, -0.809118, -0.778732, 0.02281
0.855, -0.787145, -0.755539, 0.02159
0.854, -0.760289, -0.726242, 0.019148
0.852, -0.734655, -0.704269, 0.02281
0.85, -0.70902, -0.674972, 0.019148
0.848, -0.679723, -0.646896, 0.020369
0.846, -0.650426, -0.617599, 0.020369
0.844, -0.624791, -0.588302, 0.016707
0.842, -0.60526, -0.569992, 0.017928
0.84, -0.578405, -0.543136, 0.017928
0.838, -0.546666, -0.513839, 0.020369
0.836, -0.524694, -0.489425, 0.017928
0.834, -0.491735, -0.460128, 0.02159
0.832, -0.468541, -0.434494, 0.019148
0.83, -0.445348, -0.4113, 0.019148
0.828, -0.419713, -0.384445, 0.017928
0.826, -0.392858, -0.35881, 0.019148
0.824, -0.366002, -0.330734, 0.017928
0.822, -0.342809, -0.307541, 0.017928
0.82, -0.318395, -0.284347, 0.019148
0.818, -0.303746, -0.268478, 0.017928
0.816, -0.270787, -0.233078, 0.015486
0.814, -0.242711, -0.207443, 0.017928
0.813, -0.213414, -0.179367, 0.019148
0.811, -0.186559, -0.148849, 0.015486
0.809, -0.167028, -0.130539, 0.016707
0.807, -0.137731, -0.100021, 0.015486
0.805, -0.110875, -0.075607, 0.017928
0.803, -0.099889, -0.062179, 0.015486
0.801, -0.070592, -0.034103, 0.016707
0.799, -0.053502, -0.018234, 0.017928
0.797, -0.025426, 0.011063, 0.016707
0.795, 0.000209, 0.036698, 0.016707
0.793, 0.027064, 0.063553, 0.016707
0.791, 0.05514, 0.091629, 0.016707
0.789, 0.073451, 0.10994, 0.016707
0.787, 0.101527, 0.138016, 0.016707
0.785, 0.12472, 0.161209, 0.016707
0.783, 0.155238, 0.191727, 0.016707
0.781, 0.177211, 0.2137, 0.016707
0.779, 0.202845, 0.241776, 0.014265
0.777, 0.224818, 0.260086, 0.017928
0.775, 0.250453, 0.286942, 0.016707
0.773, 0.28097, 0.317459, 0.016707
0.771, 0.310267, 0.345536, 0.017928
0.77, 0.346888, 0.382157, 0.017928
0.768, 0.356654, 0.393143, 0.016707
0.766, 0.390834, 0.428543, 0.015486
0.764, 0.412806, 0.446854, 0.019148
0.762, 0.442103, 0.473709, 0.02159
0.76, 0.465297, 0.495682, 0.02281
0.758, 0.490931, 0.51033, 0.033797
0.756, 0.512904, 0.524979, 0.041121
0.754, 0.543422, 0.542069, 0.054549
0.752, 0.561732, 0.545731, 0.069197
0.75, 0.59347, 0.553055, 0.093611
0.748, 0.614222, 0.557938, 0.10948
0.746, 0.637416, 0.560379, 0.130232
0.744, 0.66183, 0.5616, 0.153426
0.742, 0.687464, 0.566483, 0.174178
0.74, 0.715541, 0.570145, 0.198592
0.738, 0.739955, 0.570145, 0.223006
0.736, 0.765589, 0.573807, 0.244978
0.734, 0.7839, 0.571366, 0.26573
0.732, 0.816859, 0.575028, 0.295027
0.73, 0.838832, 0.575028, 0.317
0.729, 0.866908, 0.576248, 0.343855
0.727, 0.892543, 0.576248, 0.36949
0.725, 0.909632, 0.576248, 0.38658
0.723, 0.941371, 0.577469, 0.417097
0.721, 0.964564, 0.577469, 0.440291
0.719, 0.997523, 0.581131, 0.469588
0.717, 1.02682, 0.582352, 0.497664
0.715, 1.039027, 0.579911, 0.512312
0.713, 1.068324, 0.579911, 0.541609
0.711, 1.087855, 0.57869, 0.562361
0.709, 1.119593, 0.577469, 0.59532
0.707, 1.139125, 0.57869, 0.613631
0.705, 1.169642, 0.577469, 0.645369
0.703, 1.189173, 0.57869, 0.663679
0.701, 1.211146, 0.577469, 0.686873
0.699, 1.241664, 0.57869, 0.71617
0.697, 1.261195, 0.577469, 0.736922
0.695, 1.292933, 0.577469, 0.76866
0.693, 1.311244, 0.577469, 0.78697
0.691, 1.334437, 0.575028, 0.812605
0.689, 1.363734, 0.577469, 0.839461
0.688, 1.386927, 0.576248, 0.863875
0.686, 1.415004, 0.576248, 0.891951
0.684, 1.435755, 0.577469, 0.911482
