TIME ms, IN1, IN2, MATH
1, -0.151602, 2.330039, -1.216831
0.998, -0.13085, 2.331259, -1.207065
0.996, -0.105215, 2.331259, -1.194248
0.994, -0.077139, 2.334921, -1.182041
0.992, -0.056387, 2.331259, -1.169834
0.99, -0.030752, 2.331259, -1.157016
0.988, -0.011221, 2.331259, -1.147251
0.986, 0.014414, 2.33248, -1.135044
0.984, 0.04249, 2.334921, -1.122226
0.982, 0.069346, 2.334921, -1.108799
0.98, 0.096201, 2.338583, -1.097202
0.979, 0.113291, 2.334921, -1.086826
0.977, 0.138926, 2.333701, -1.073398
0.975, 0.164561, 2.334921, -1.061191
0.973, 0.191416, 2.334921, -1.047763
0.971, 0.214609, 2.333701, -1.035556
0.969, 0.239023, 2.33248, -1.022739
0.967, 0.256113, 2.334921, -1.015415
0.965, 0.286631, 2.337363, -1.001377
0.963, 0.309824, 2.334921, -0.988559
0.961, 0.3379, 2.336142, -0.975131
0.959, 0.364756, 2.338583, -0.962924
0.957, 0.381846, 2.337363, -0.953769
0.955, 0.409922, 2.337363, -0.939731
0.953, 0.433115, 2.338583, -0.928745
0.951, 0.461191, 2.339804, -0.915317
0.949, 0.485605, 2.341025, -0.90372
0.947, 0.503916, 2.339804, -0.893955
0.945, 0.530771, 2.339804, -0.880527
0.943, 0.557627, 2.338583, -0.866489
0.941, 0.582041, 2.341025, -0.855503
0.939, 0.610117, 2.343466, -0.842685
0.938, 0.636973, 2.344687, -0.829868
0.936, 0.656504, 2.343466, -0.819492
0.934, 0.685801, 2.347128, -0.806674
0.932, 0.707773, 2.344687, -0.794467
0.93, 0.730967, 2.343466, -0.78226
0.928, 0.756602, 2.341025, -0.768222
0.926, 0.773691, 2.343466, -0.760898
0.924, 0.796885, 2.343466, -0.749301
0.922, 0.826182, 2.344687, -0.735263
0.92, 0.850596, 2.347128, -0.724277
0.918, 0.877451, 2.347128, -0.710849
0.916, 0.904307, 2.34957, -0.698642
0.914, 0.926279, 2.347128, -0.686435
0.912, 0.950693, 2.352011, -0.67667
0.91, 0.977549, 2.352011, -0.663242
0.908, 1.003184, 2.350791, -0.649814
0.906, 1.027598, 2.352011, -0.638217
0.904, 1.047129, 2.352011, -0.628452
0.902, 1.06666, 2.34957, -0.617465
0.9, 1.092295, 2.34957, -0.604648
0.898, 1.11793, 2.34957, -0.591831
0.896, 1.143564, 2.353232, -0.580844
0.895, 1.164316, 2.355673, -0.571689
0.893, 1.192393, 2.356894, -0.558261
0.891, 1.216807, 2.356894, -0.546054
0.889, 1.244883, 2.359335, -0.533237
0.887, 1.268076, 2.359335, -0.52164
0.885, 1.296152, 2.360556, -0.508213
0.883, 1.316904, 2.360556, -0.497837
0.881, 1.337656, 2.360556, -0.487461
0.879, 1.365732, 2.362998, -0.474643
0.877, 1.388926, 2.359335, -0.461215
0.875, 1.41334, 2.361777, -0.450229
0.873, 1.435313, 2.361777, -0.439243
0.871, 1.458506, 2.362998, -0.428256
0.869, 1.486582, 2.364218, -0.414829
0.867, 1.510996, 2.36666, -0.403842
0.865, 1.536631, 2.36666, -0.391025
0.863, 1.563486, 2.36788, -0.378208
0.861, 1.583018, 2.370322, -0.369663
0.859, 1.609873, 2.36788, -0.355014
0.857, 1.631846, 2.369101, -0.344638
0.855, 1.659922, 2.370322, -0.331211
0.854, 1.681895, 2.369101, -0.319614
0.852, 1.701426, 2.370322, -0.310459
0.85, 1.727061, 2.371542, -0.298252
0.848, 1.752695, 2.372763, -0.286045
0.846, 1.777109, 2.373984, -0.274448
0.844, 1.805186, 2.376425, -0.261631
0.842, 1.824717, 2.377646, -0.252475
0.84, 1.854014, 2.381308, -0.239658
0.838, 1.880869, 2.383749, -0.227451
0.836, 1.902842, 2.38497, -0.217075
0.834, 1.927256, 2.383749, -0.204257
0.832, 1.950449, 2.38497, -0.193271
0.83, 1.96876, 2.383749, -0.183506
0.828, 1.993174, 2.383749, -0.171298
0.826, 2.018809, 2.386191, -0.159702
0.824, 2.043223, 2.38497, -0.146884
0.822, 2.070078, 2.388632, -0.135288
0.82, 2.09083, 2.391074, -0.126132
0.818, 2.116465, 2.393515, -0.114536
0.816, 2.144541, 2.398398, -0.102939
0.814, 2.166514, 2.398398, -0.091953
0.813, 2.187266, 2.397177, -0.080966
0.811, 2.214121, 2.398398, -0.068149
0.809, 2.231211, 2.400839, -0.060825
0.807, 2.259287, 2.405722, -0.049228
0.805, 2.286143, 2.411826, -0.038852
0.803, 2.31666, 2.416708, -0.026035
0.801, 2.339854, 2.417929, -0.015048
0.799, 2.358164, 2.41915, -0.006504
0.797, 2.383799, 2.426474, 0.002652
0.795, 2.406992, 2.428916, 0.013028
