TIME μs, IN1, IN2, MATH
-554.635, 3.253901, 0.706969, 2.800603
-556.588, 3.216351, 0.702636, 2.767386
-558.541, 3.194688, 0.704081, 2.744279
-560.494, 3.157139, 0.704081, 2.70673
-562.447, 3.139809, 0.702636, 2.690844
-564.4, 3.099371, 0.702636, 2.650406
-566.353, 3.06471, 0.702636, 2.615745
-568.306, 3.040159, 0.701192, 2.592638
-570.259, 3.002609, 0.699748, 2.556533
-572.212, 2.979502, 0.698304, 2.53487
-574.165, 2.94773, 0.699748, 2.501653
-576.118, 2.905848, 0.698304, 2.461215
-578.071, 2.884185, 0.69686, 2.440997
-580.024, 2.850968, 0.69686, 2.40778
-581.977, 2.816307, 0.69686, 2.373119
-583.929, 2.800421, 0.695415, 2.358677
-585.882, 2.754206, 0.69686, 2.311018
-587.835, 2.728211, 0.69686, 2.285023
-589.788, 2.703659, 0.69686, 2.260471
-591.741, 2.668999, 0.69686, 2.225811
-593.694, 2.647336, 0.69686, 2.204148
-595.647, 2.615563, 0.695415, 2.173819
-597.6, 2.57657, 0.695415, 2.134826
-599.553, 2.554907, 0.69686, 2.111719
-601.506, 2.526023, 0.693971, 2.085723
-603.459, 2.488473, 0.693971, 2.048173
-605.412, 2.474031, 0.693971, 2.033731
-607.365, 2.430705, 0.692527, 1.99185
-609.318, 2.400377, 0.691083, 1.962966
-611.271, 2.378714, 0.693971, 1.938414
-613.224, 2.342609, 0.692527, 1.903753
-615.177, 2.323834, 0.689639, 1.887867
-617.129, 2.290618, 0.689639, 1.854651
-619.082, 2.251624, 0.688194, 1.817101
-621.035, 2.229961, 0.689639, 1.793994
-622.988, 2.198189, 0.68675, 1.76511
-624.941, 2.164972, 0.685306, 1.733337
-626.894, 2.15053, 0.68675, 1.717451
-628.847, 2.107204, 0.682418, 1.678458
-630.8, 2.086985, 0.682418, 1.658239
-632.753, 2.060989, 0.685306, 1.629355
-634.706, 2.019107, 0.68675, 1.586029
-636.659, 2.00611, 0.685306, 1.574475
-638.612, 1.974337, 0.682418, 1.545591
-640.565, 1.936788, 0.682418, 1.508042
-642.518, 1.915125, 0.682418, 1.486379
-644.471, 1.883353, 0.676641, 1.460383
-646.424, 1.847247, 0.678085, 1.422834
-648.377, 1.831361, 0.676641, 1.408392
-650.329, 1.785147, 0.675197, 1.363622
-652.282, 1.764928, 0.675197, 1.343403
-654.235, 1.733155, 0.676641, 1.310186
-656.188, 1.695606, 0.673752, 1.275525
-658.141, 1.681164, 0.673752, 1.261083
-660.094, 1.645059, 0.672308, 1.226423
-662.047, 1.608954, 0.672308, 1.190317
-664, 1.584403, 0.672308, 1.165766
-665.953, 1.554074, 0.673752, 1.133994
-667.906, 1.523746, 0.670864, 1.106554
-669.859, 1.50786, 0.670864, 1.090667
-671.812, 1.463089, 0.670864, 1.045897
-673.765, 1.441427, 0.667976, 1.027122
-675.718, 1.413987, 0.66942, 0.998238
-677.671, 1.377882, 0.66942, 0.962133
-679.624, 1.364884, 0.667976, 0.95058
-681.577, 1.330223, 0.667976, 0.915919
-683.529, 1.311448, 0.667976, 0.897144
-685.482, 1.272455, 0.663643, 0.862483
-687.435, 1.239238, 0.662199, 0.830711
-689.388, 1.213243, 0.660755, 0.80616
-691.341, 1.195912, 0.656422, 0.793162
-693.294, 1.151142, 0.652089, 0.752724
-695.247, 1.129479, 0.652089, 0.731061
-697.2, 1.106372, 0.652089, 0.707954
-699.153, 1.065934, 0.647757, 0.671849
-701.106, 1.05438, 0.649201, 0.658851
-703.059, 1.016831, 0.647757, 0.622746
-705.012, 0.999501, 0.647757, 0.605415
-706.965, 0.961951, 0.644868, 0.570755
-708.918, 0.925846, 0.643424, 0.536094
-710.871, 0.901295, 0.644868, 0.510098
-712.824, 0.88252, 0.643424, 0.492768
-714.777, 0.863746, 0.64198, 0.475437
-716.729, 0.821864, 0.640536, 0.435
-718.682, 0.791535, 0.640536, 0.404671
-720.635, 0.761207, 0.636203, 0.378676
-722.588, 0.752542, 0.637647, 0.368566
-724.541, 0.714993, 0.634759, 0.333905
-726.494, 0.697662, 0.633315, 0.318019
-728.447, 0.661557, 0.627538, 0.287691
-730.4, 0.628341, 0.624649, 0.257363
-732.353, 0.606678, 0.620317, 0.240032
-734.306, 0.585015, 0.620317, 0.218369
-736.259, 0.56624, 0.618873, 0.201039
-738.212, 0.520025, 0.615984, 0.157713
-740.165, 0.486809, 0.608763, 0.131717
-742.118, 0.450704, 0.601542, 0.102833
-744.071, 0.442038, 0.601542, 0.094168
-746.024, 0.400157, 0.595765, 0.058063
-747.977, 0.382826, 0.594321, 0.042176
-749.929, 0.343833, 0.579879, 0.017625
-751.882, 0.309172, 0.572658, -0.009815
-753.835, 0.290397, 0.55966, -0.015592
-755.788, 0.262957, 0.548107, -0.031478
-757.741, 0.244183, 0.539442, -0.041587
-759.694, 0.202301, 0.507669, -0.051697
-761.647, 0.173417, 0.480229, -0.053141
-763.6, 0.137312, 0.441236, -0.050252
-765.553, 0.132979, 0.429682, -0.043031
-767.506, 0.106984, 0.402242, -0.041587
-769.459, 0.075211, 0.373358, -0.044476
-771.412, 0.041994, 0.337253, -0.041587
-773.365, 0.004445, 0.29826, -0.040143
-775.318, -0.014329, 0.272264, -0.032922
-777.271, -0.040325, 0.246268, -0.032922
-779.224, -0.056211, 0.228938, -0.031478
-781.177, -0.099537, 0.184168, -0.030034
-783.13, -0.129866, 0.150951, -0.027145
-785.082, -0.163082, 0.114846, -0.024257
-787.035, -0.170303, 0.104737, -0.021368
-788.988, -0.193411, 0.075853, -0.015592
-790.941, -0.23096, 0.04408, -0.021368
-792.894, -0.262732, 0.006531, -0.015592
-794.847, -0.297393, -0.031018, -0.012703
-796.8, -0.316168, -0.052681, -0.009815
-798.753, -0.340719, -0.074344, -0.012703
-800.706, -0.35805, -0.096008, -0.008371
-802.659, -0.40282, -0.14511, -0.004038
-804.612, -0.428816, -0.173994, -0.00115
-806.565, -0.463476, -0.212988, 0.003183
-808.518, -0.473586, -0.220209, 0.000295
-810.471, -0.486584, -0.243316, 0.010404
-812.424, -0.521245, -0.276533, 0.00896
-814.377, -0.550129, -0.308305, 0.011848
-816.33, -0.586234, -0.338634, 0.006071
-818.282, -0.597787, -0.361741, 0.017625
-820.235, -0.62956, -0.390625, 0.014737
-822.188, -0.641113, -0.410844, 0.023402
-824.141, -0.687328, -0.451281, 0.017625
-826.094, -0.711879, -0.48161, 0.023402
-828.047, -0.747984, -0.523491, 0.029179
-830, -0.760982, -0.536489, 0.029179
-831.953, -0.786978, -0.562485, 0.029179
-833.906, -0.825971, -0.600034, 0.027735
-835.859, -0.856299, -0.637583, 0.034955
-837.812, -0.893849, -0.675133, 0.034956
-839.765, -0.911179, -0.696796, 0.039288
-841.718, -0.94584, -0.730012, 0.037844
-843.671, -0.964615, -0.748787, 0.037844
-845.624, -1.009385, -0.793557, 0.037844
-847.577, -1.036825, -0.823886, 0.040732
-849.53, -1.071486, -0.859991, 0.042176
-851.482, -1.097481, -0.891763, 0.047953
-853.435, -1.107591, -0.900428, 0.046509
-855.388, -1.140807, -0.936533, 0.049397
-857.341, -1.17258, -0.971194, 0.052286
-859.294, -1.208685, -1.005855, 0.050842
-861.247, -1.223127, -1.023185, 0.05373
-863.2, -1.254899, -1.054958, 0.05373
-865.153, -1.270786, -1.0694, 0.052286
-867.106, -1.308335, -1.11417, 0.059507
-869.059, -1.335775, -1.143054, 0.060951
-871.012, -1.366103, -1.173383, 0.060951
-872.965, -1.393543, -1.199378, 0.059507
-874.918, -1.397875, -1.209488, 0.065284
-876.871, -1.436869, -1.242704, 0.059507
-878.824, -1.465753, -1.280254, 0.068172
-880.777, -1.497525, -1.312026, 0.068172
-882.73, -1.513412, -1.325024, 0.065284
-884.682, -1.540851, -1.35824, 0.071061
-886.635, -1.562514, -1.374127, 0.065284
-888.588, -1.602952, -1.418897, 0.069616
-890.541, -1.63328, -1.447781, 0.068172
-892.494, -1.66072, -1.479553, 0.072505
-894.447, -1.68816, -1.506993, 0.072505
-896.4, -1.699714, -1.519991, 0.073949
-898.353, -1.73293, -1.554652, 0.075393
-900.306, -1.761814, -1.58498, 0.076837
-902.259, -1.799364, -1.62253, 0.076837
-904.212, -1.81525, -1.63986, 0.078281
-906.165, -1.839801, -1.6673, 0.08117
-908.118, -1.858576, -1.688963, 0.084059
-910.071, -1.897569, -1.727956, 0.084058
-912.024, -1.930786, -1.758284, 0.08117
-913.977, -1.955337, -1.791501, 0.089835
-915.93, -1.982777, -1.816053, 0.086947
-917.882, -1.994331, -1.830495, 0.089835
-919.835, -2.033324, -1.869488, 0.089835
-921.788, -2.063653, -1.899816, 0.089835
-923.741, -2.101202, -1.93881, 0.091279
-925.694, -2.122865, -1.959029, 0.089835
-927.647, -2.140195, -1.982136, 0.095612
-929.6, -2.167635, -2.006687, 0.092724
-931.553, -2.20374, -2.045681, 0.095612
-933.506, -2.235513, -2.077453, 0.095612
-935.459, -2.25862, -2.109226, 0.104277
-937.412, -2.288948, -2.136665, 0.101388
-939.365, -2.299058, -2.148219, 0.102833
-941.318, -2.339495, -2.188657, 0.102833
-943.271, -2.365491, -2.213208, 0.101389
-945.224, -2.401596, -2.252202, 0.104277
-947.177, -2.421815, -2.269532, 0.101389
-949.13, -2.434813, -2.288307, 0.107165
-951.082, -2.460808, -2.315747, 0.10861
-953.035, -2.496913, -2.353296, 0.110054
-954.988, -2.53013, -2.383624, 0.107165
-956.941, -2.548905, -2.402399, 0.107166
-958.894, -2.577789, -2.438504, 0.114387
-960.847, -2.587898, -2.450058, 0.115831
-962.8, -2.632668, -2.491939, 0.112943
-964.753, -2.660108, -2.522268, 0.115831
-966.706, -2.694769, -2.556928, 0.115831
-968.659, -2.719321, -2.578591, 0.112942
-970.612, -2.736651, -2.597366, 0.114387
-972.565, -2.761202, -2.623362, 0.115831
-974.518, -2.797307, -2.662355, 0.118719
-976.471, -2.830524, -2.692683, 0.115831
-978.424, -2.84641, -2.711458, 0.118719
-980.377, -2.881071, -2.747563, 0.120163
-982.33, -2.892625, -2.756228, 0.117275
-984.282, -2.934507, -2.802443, 0.121607
-986.235, -2.960502, -2.82555, 0.118719
-988.188, -2.977833, -2.847213, 0.123052
-990.141, -3.003829, -2.874653, 0.124496
-992.094, -3.022603, -2.893427, 0.124496
-994.047, -3.042822, -2.915091, 0.12594
-996, -3.067373, -2.941086, 0.127384
-997.953, -3.084704, -2.949751, 0.118719
