TIME ms, IN1, IN2, MATH
1, -2.641108, -2.725545, 0.147855
0.998, -2.622797, -2.704793, 0.145414
0.996, -2.59228, -2.671834, 0.142972
0.994, -2.565424, -2.640096, 0.138089
0.992, -2.536127, -2.608357, 0.135648
0.99, -2.509272, -2.579061, 0.133207
0.988, -2.48852, -2.554646, 0.129544
0.986, -2.458002, -2.524129, 0.129544
0.984, -2.429926, -2.493611, 0.127103
0.982, -2.40185, -2.460652, 0.12222
0.98, -2.379877, -2.437459, 0.121
0.979, -2.357905, -2.414266, 0.119779
0.977, -2.331049, -2.381307, 0.113675
0.975, -2.299311, -2.349568, 0.113675
0.973, -2.272455, -2.31783, 0.108793
0.971, -2.240717, -2.286092, 0.108793
0.969, -2.215082, -2.256795, 0.10513
0.967, -2.191889, -2.232381, 0.10391
0.965, -2.163813, -2.203084, 0.102689
0.963, -2.136957, -2.172566, 0.099027
0.961, -2.108881, -2.142049, 0.096585
0.959, -2.083246, -2.115193, 0.095365
0.957, -2.063715, -2.093221, 0.092923
0.955, -2.03686, -2.063924, 0.090482
0.953, -2.008784, -2.034627, 0.089261
0.951, -1.979487, -2.002889, 0.08682
0.949, -1.953852, -1.973592, 0.083158
0.947, -1.930659, -1.949178, 0.081937
0.945, -1.903803, -1.919881, 0.079496
0.943, -1.874506, -1.890584, 0.079496
0.941, -1.850092, -1.862508, 0.075834
0.939, -1.820795, -1.830769, 0.073392
0.938, -1.795161, -1.803914, 0.072171
0.936, -1.775629, -1.781941, 0.06973
0.934, -1.746332, -1.752644, 0.06973
0.932, -1.719477, -1.723348, 0.067289
0.93, -1.691401, -1.695271, 0.067289
0.928, -1.665766, -1.665974, 0.063627
0.926, -1.646235, -1.646443, 0.063627
0.924, -1.619379, -1.615926, 0.059964
0.922, -1.593745, -1.587849, 0.057523
0.92, -1.56811, -1.562215, 0.057523
0.918, -1.537592, -1.530476, 0.056302
0.916, -1.511957, -1.503621, 0.055082
0.914, -1.491205, -1.482869, 0.055082
