#time	V(in1/out1)	V(in2)	I(D1)
1.704727193153555e-03	5.905456e-01	5.812697e-01	9.275939e-04
1.708633443153555e-03	5.827331e-01	5.746968e-01	8.036327e-04
1.712539693153555e-03	5.749206e-01	5.679814e-01	6.939252e-04
1.716445943153555e-03	5.671081e-01	5.611345e-01	5.973591e-04
1.718399068153555e-03	5.632018e-01	5.576654e-01	5.536475e-04
1.720352193153555e-03	5.592956e-01	5.541677e-01	5.127924e-04
1.722305318153555e-03	5.553893e-01	5.506428e-01	4.746511e-04
1.724258443153555e-03	5.514831e-01	5.470923e-01	4.390828e-04
1.726211568153555e-03	5.475768e-01	5.435174e-01	4.059489e-04
1.728164693153555e-03	5.436706e-01	5.399195e-01	3.751139e-04
1.730117818153555e-03	5.397643e-01	5.362999e-01	3.464455e-04
1.732070943153555e-03	5.358581e-01	5.326599e-01	3.198158e-04
1.734024068153555e-03	5.319518e-01	5.290009e-01	2.951008e-04
1.735977193153555e-03	5.280456e-01	5.253238e-01	2.721815e-04
1.737930318153555e-03	5.241393e-01	5.216299e-01	2.509436e-04
1.739883443153555e-03	5.202331e-01	5.179204e-01	2.312778e-04
1.741836568153555e-03	5.163268e-01	5.141960e-01	2.130800e-04
1.743789693153555e-03	5.124206e-01	5.104581e-01	1.962511e-04
1.745742818153555e-03	5.085143e-01	5.067074e-01	1.806975e-04
1.747695943153555e-03	5.046081e-01	5.029448e-01	1.663303e-04
1.749649068153555e-03	5.007018e-01	4.991712e-01	1.530660e-04
1.751602193153555e-03	4.967956e-01	4.953874e-01	1.408256e-04
1.753555318153555e-03	4.928894e-01	4.915940e-01	1.295352e-04
1.755508443153555e-03	4.889831e-01	4.877919e-01	1.191254e-04
1.757461568153555e-03	4.850769e-01	4.839815e-01	1.095312e-04
1.759414693153555e-03	4.811706e-01	4.801637e-01	1.006918e-04
1.761367818153555e-03	4.772644e-01	4.763389e-01	9.255064e-05
1.763320943153555e-03	4.733581e-01	4.725076e-01	8.505477e-05
1.765274068153555e-03	4.694519e-01	4.686703e-01	7.815503e-05
1.767227193153555e-03	4.655456e-01	4.648275e-01	7.180568e-05
1.769180318153555e-03	4.616394e-01	4.609797e-01	6.596425e-05
1.771133443153555e-03	4.577331e-01	4.571272e-01	6.059129e-05
1.773086568153555e-03	4.538269e-01	4.532704e-01	5.565028e-05
1.775039693153555e-03	4.499206e-01	4.494095e-01	5.110735e-05
1.776992818153555e-03	4.460144e-01	4.455450e-01	4.693117e-05
1.778945943153555e-03	4.421081e-01	4.416772e-01	4.309275e-05
1.780899068153555e-03	4.382019e-01	4.378062e-01	3.956532e-05
1.782852193153555e-03	4.342956e-01	4.339324e-01	3.632412e-05
1.784805318153555e-03	4.303894e-01	4.300559e-01	3.334630e-05
1.786758443153555e-03	4.264831e-01	4.261770e-01	3.061079e-05
1.788711568153555e-03	4.225769e-01	4.222959e-01	2.809813e-05
1.790664693153555e-03	4.186706e-01	4.184127e-01	2.579041e-05
1.792617818153555e-03	4.147644e-01	4.145277e-01	2.367110e-05
1.794570943153555e-03	4.108581e-01	4.106409e-01	2.172498e-05
1.796524068153555e-03	4.069519e-01	4.067525e-01	1.993804e-05
1.798477193153555e-03	4.030456e-01	4.028627e-01	1.829737e-05
1.800430318153555e-03	3.991394e-01	3.989715e-01	1.679111e-05
1.802383443153555e-03	3.952331e-01	3.950790e-01	1.540831e-05
1.804336568153555e-03	3.913269e-01	3.911855e-01	1.413894e-05
1.806289693153555e-03	3.874206e-01	3.872909e-01	1.297375e-05
1.808242818153555e-03	3.835144e-01	3.833953e-01	1.190423e-05
1.810195943153555e-03	3.796081e-01	3.794989e-01	1.092258e-05
1.812149068153555e-03	3.757019e-01	3.756016e-01	1.002161e-05
1.814102193153555e-03	3.717956e-01	3.717037e-01	9.194716e-06
1.816055318153555e-03	3.678894e-01	3.678050e-01	8.435839e-06
1.818008443153555e-03	3.639831e-01	3.639057e-01	7.739402e-06
1.819961568153555e-03	3.600769e-01	3.600059e-01	7.100288e-06
1.821914693153555e-03	3.561706e-01	3.561055e-01	6.513791e-06
1.823867818153555e-03	3.522644e-01	3.522046e-01	5.975594e-06
1.825820943153555e-03	3.483581e-01	3.483033e-01	5.481730e-06
1.827774068153555e-03	3.444519e-01	3.444016e-01	5.028555e-06
1.829727193153555e-03	3.405456e-01	3.404995e-01	4.612726e-06
1.831680318153555e-03	3.366394e-01	3.365971e-01	4.231171e-06
1.833633443153555e-03	3.327331e-01	3.326943e-01	3.881070e-06
1.835586568153555e-03	3.288269e-01	3.287913e-01	3.559836e-06
1.837539693153555e-03	3.249206e-01	3.248880e-01	3.265092e-06
1.839492818153555e-03	3.210144e-01	3.209844e-01	2.994656e-06
1.841445943153555e-03	3.171081e-01	3.170806e-01	2.746528e-06
1.843399068153555e-03	3.132019e-01	3.131767e-01	2.518869e-06
1.845352193153555e-03	3.092956e-01	3.092725e-01	2.309993e-06
1.847305318153555e-03	3.053894e-01	3.053682e-01	2.118351e-06
1.849258443153555e-03	3.014831e-01	3.014637e-01	1.942524e-06
1.851211568153555e-03	2.975769e-01	2.975591e-01	1.781208e-06
1.853164693153555e-03	2.936706e-01	2.936543e-01	1.633205e-06
1.855117818153555e-03	2.897644e-01	2.897494e-01	1.497418e-06
1.857070943153555e-03	2.858581e-01	2.858444e-01	1.372840e-06
1.859024068153555e-03	2.819519e-01	2.819393e-01	1.258547e-06
1.860977193153555e-03	2.780456e-01	2.780341e-01	1.153688e-06
1.862930318153555e-03	2.741394e-01	2.741288e-01	1.057488e-06
1.864883443153555e-03	2.702331e-01	2.702234e-01	9.692297e-07
1.866836568153555e-03	2.663269e-01	2.663180e-01	8.882594e-07
1.868789693153555e-03	2.624206e-01	2.624125e-01	8.139751e-07
1.872695943153555e-03	2.546081e-01	2.546013e-01	6.833034e-07
1.876602193153555e-03	2.467956e-01	2.467899e-01	5.733241e-07
1.880508443153555e-03	2.389831e-01	2.389783e-01	4.807621e-07
1.884414693153555e-03	2.311706e-01	2.311666e-01	4.028605e-07
1.888320943153555e-03	2.233581e-01	2.233547e-01	3.372983e-07
1.892227193153555e-03	2.155456e-01	2.155428e-01	2.821222e-07
1.896133443153555e-03	2.077331e-01	2.077308e-01	2.356878e-07
1.900039693153555e-03	1.999206e-01	1.999187e-01	1.966110e-07
1.905899068153555e-03	1.882019e-01	1.882004e-01	1.492942e-07
1.911758443153555e-03	1.764831e-01	1.764820e-01	1.127694e-07
1.917617818153555e-03	1.647644e-01	1.647635e-01	8.457739e-08
1.923477193153555e-03	1.530456e-01	1.530450e-01	6.281947e-08
1.925151300296412e-03	1.496974e-01	1.496968e-01	5.763017e-08
1.926825407439269e-03	1.463492e-01	1.463487e-01	5.275423e-08
1.928499514582127e-03	1.430010e-01	1.430005e-01	4.819165e-08
1.930173621724984e-03	1.396528e-01	1.396523e-01	4.394244e-08
1.931847728867841e-03	1.363045e-01	1.363041e-01	4.000658e-08
1.933521836010698e-03	1.329563e-01	1.329560e-01	3.638409e-08
1.935195943153555e-03	1.296081e-01	1.296078e-01	3.307496e-08
1.937149068153555e-03	1.257019e-01	1.257016e-01	2.945188e-08
1.943287461010698e-03	1.134251e-01	1.134249e-01	2.083984e-08
1.949425853867840e-03	1.011483e-01	1.011482e-01	1.347770e-08
1.955564246724982e-03	8.887151e-02	8.887143e-02	7.365447e-09
1.961702639582125e-03	7.659472e-02	7.659470e-02	2.503087e-09
1.967841032439268e-03	6.431794e-02	6.431795e-02	-1.109380e-09
1.973979425296410e-03	5.204115e-02	5.204118e-02	-3.471956e-09
1.980117818153552e-03	3.976436e-02	3.976441e-02	-4.584640e-09
1.998748738692905e-03	2.502523e-03	2.502601e-03	-7.864557e-09
2.000000000000000e-03	3.885781e-15	-2.212532e-07	-7.936782e-09
