#time	V(in1)	V(in2)	I(R3)
1.821077413575882e-03	-4.876238e-01	-4.803086e-01	-7.315212e-06
1.823030538575882e-03	-5.159326e-01	-5.026225e-01	-1.331005e-05
1.824983663575882e-03	-5.442597e-01	-5.219131e-01	-2.234658e-05
1.826936788575882e-03	-5.726230e-01	-5.380641e-01	-3.455891e-05
1.828889913575882e-03	-6.010196e-01	-5.513762e-01	-4.964331e-05
1.830843038575882e-03	-6.294367e-01	-5.623526e-01	-6.708407e-05
1.832796163575882e-03	-6.578625e-01	-5.714994e-01	-8.636306e-05
1.834749288575882e-03	-6.862903e-01	-5.792363e-01	-1.070540e-04
1.836702413575882e-03	-7.147169e-01	-5.858830e-01	-1.288339e-04
1.840608663575882e-03	-7.715627e-01	-5.967908e-01	-1.747718e-04
1.846468038575882e-03	-8.568140e-01	-6.092142e-01	-2.475997e-04
1.852327413575882e-03	-9.420467e-01	-6.179170e-01	-3.241297e-04
1.858186788575882e-03	-1.027276e+00	-6.257163e-01	-4.015599e-04
1.864046163575882e-03	-1.112503e+00	-6.326121e-01	-4.798905e-04
1.869905538575882e-03	-1.197726e+00	-6.386044e-01	-5.591213e-04
1.875764913575882e-03	-1.282946e+00	-6.436932e-01	-6.392525e-04
1.881624288575882e-03	-1.368163e+00	-6.478786e-01	-7.202840e-04
1.887483663575882e-03	-1.453376e+00	-6.511605e-01	-8.022158e-04
1.901992592147310e-03	-1.664394e+00	-6.586517e-01	-1.005742e-03
1.916501520718738e-03	-1.875406e+00	-6.654177e-01	-1.209989e-03
1.931010449290166e-03	-2.086413e+00	-6.714584e-01	-1.414955e-03
1.945519377861594e-03	-2.297415e+00	-6.767739e-01	-1.620641e-03
1.960028306433022e-03	-2.508412e+00	-6.813642e-01	-1.827047e-03
1.974537235004450e-03	-2.719403e+00	-6.852292e-01	-2.034174e-03
1.989046163575878e-03	-2.930389e+00	-6.883690e-01	-2.242020e-03
1.990999288575877e-03	-2.958688e+00	-6.888223e-01	-2.269866e-03
1.992952413575877e-03	-2.986800e+00	-6.892678e-01	-2.297532e-03
1.994552010613192e-03	-3.009470e+00	-6.896234e-01	-2.319847e-03
1.996039286125283e-03	-3.029908e+00	-6.899410e-01	-2.339967e-03
1.997549371222712e-03	-3.049681e+00	-6.902460e-01	-2.359435e-03
1.998598488273206e-03	-3.062443e+00	-6.904415e-01	-2.372002e-03
2.000000000000000e-03	-3.078414e+00	-6.906850e-01	-2.387729e-03
