0,1,2,3
0.237915,0.237915,0.237915,0.237915
0.237915,0.237915,0.237915,0.237915
0.237915,0.237915,0.237915,0.237915
0.238037,0.238037,0.238037,0.238037
0.237793,0.237793,0.237793,0.237793
0.236084,0.236084,0.236084,0.236084
0.235962,0.235962,0.235962,0.235962
0.235596,0.235596,0.235596,0.235596
0.235718,0.235718,0.235718,0.235718
0.235718,0.235718,0.235718,0.235718
0.235718,0.235718,0.235718,0.235718
0.235718,0.235718,0.235718,0.235718
0.235229,0.235229,0.235229,0.235229
0.233521,0.233521,0.233521,0.233521
0.233887,0.233887,0.233887,0.233887
0.233643,0.233643,0.233643,0.233643
0.234009,0.234009,0.234009,0.234009
0.233887,0.233887,0.233887,0.233887
0.234131,0.234131,0.234131,0.234131
0.234375,0.234375,0.234375,0.234375
0.232422,0.232422,0.232422,0.232422
0.232544,0.232544,0.232544,0.232544
0.232788,0.232788,0.232788,0.232788
0.231812,0.231812,0.231812,0.231812
0.232788,0.232788,0.232788,0.232788
0.232788,0.232788,0.232788,0.232788
0.232422,0.232422,0.232422,0.232422
0.232056,0.232056,0.232056,0.232056
0.230103,0.230103,0.230103,0.230103
0.230225,0.230225,0.230225,0.230225
0.230225,0.230225,0.230225,0.230225
0.22998,0.22998,0.22998,0.22998
0.230469,0.230469,0.230469,0.230469
0.230591,0.230591,0.230591,0.230591
0.230469,0.230469,0.230469,0.230469
0.22937,0.22937,0.22937,0.22937
0.227783,0.227783,0.227783,0.227783
0.228394,0.228394,0.228394,0.228394
0.228149,0.228149,0.228149,0.228149
0.228149,0.228149,0.228149,0.228149
0.228271,0.228271,0.228271,0.228271
0.228516,0.228516,0.228516,0.228516
0.228394,0.228394,0.228394,0.228394
0.226562,0.226562,0.226562,0.226562
0.22644,0.22644,0.22644,0.22644
0.22644,0.22644,0.22644,0.22644
0.22583,0.22583,0.22583,0.22583
0.22644,0.22644,0.22644,0.22644
0.22644,0.22644,0.22644,0.22644
0.226196,0.226196,0.226196,0.226196
0.22583,0.22583,0.22583,0.22583
0.223877,0.223877,0.223877,0.223877
0.224243,0.224243,0.224243,0.224243
0.224365,0.224365,0.224365,0.224365
0.224243,0.224243,0.224243,0.224243
0.224121,0.224121,0.224121,0.224121
0.224243,0.224243,0.224243,0.224243
0.224243,0.224243,0.224243,0.224243
0.223022,0.223022,0.223022,0.223022
0.222534,0.222534,0.222534,0.222534
0.221924,0.221924,0.221924,0.221924
0.222168,0.222168,0.222168,0.222168
0.222046,0.222046,0.222046,0.222046
0.222046,0.222046,0.222046,0.222046
0.221924,0.221924,0.221924,0.221924
0.222168,0.222168,0.222168,0.222168
0.220459,0.220459,0.220459,0.220459
0.219849,0.219849,0.219849,0.219849
0.219849,0.219849,0.219849,0.219849
0.219727,0.219727,0.219727,0.219727
0.220093,0.220093,0.220093,0.220093
0.219727,0.219727,0.219727,0.219727
0.219849,0.219849,0.219849,0.219849
0.220093,0.220093,0.220093,0.220093
0.21814,0.21814,0.21814,0.21814
0.218262,0.218262,0.218262,0.218262
0.218262,0.218262,0.218262,0.218262
0.218262,0.218262,0.218262,0.218262
0.218018,0.218018,0.218018,0.218018
0.21814,0.21814,0.21814,0.21814
0.218506,0.218506,0.218506,0.218506
0.216675,0.216675,0.216675,0.216675
0.216309,0.216309,0.216309,0.216309
0.216187,0.216187,0.216187,0.216187
0.216675,0.216675,0.216675,0.216675
0.216553,0.216553,0.216553,0.216553
0.216553,0.216553,0.216553,0.216553
0.216675,0.216675,0.216675,0.216675
0.216919,0.216919,0.216919,0.216919
0.214233,0.214233,0.214233,0.214233
0.214355,0.214355,0.214355,0.214355
0.214355,0.214355,0.214355,0.214355
0.214355,0.214355,0.214355,0.214355
0.214233,0.214233,0.214233,0.214233
0.214355,0.214355,0.214355,0.214355
0.214233,0.214233,0.214233,0.214233
0.213989,0.213989,0.213989,0.213989
0.212402,0.212402,0.212402,0.212402
0.21228,0.21228,0.21228,0.21228
0.211914,0.211914,0.211914,0.211914
0.212402,0.212402,0.212402,0.212402
0.211914,0.211914,0.211914,0.211914
0.212158,0.212158,0.212158,0.212158
0.212402,0.212402,0.212402,0.212402
0.210815,0.210815,0.210815,0.210815
0.210205,0.210205,0.210205,0.210205
0.210083,0.210083,0.210083,0.210083
0.210327,0.210327,0.210327,0.210327
0.210327,0.210327,0.210327,0.210327
0.210083,0.210083,0.210083,0.210083
0.210083,0.210083,0.210083,0.210083
0.210205,0.210205,0.210205,0.210205
0.208008,0.208008,0.208008,0.208008
0.208374,0.208374,0.208374,0.208374
0.207886,0.207886,0.207886,0.207886
0.207886,0.207886,0.207886,0.207886
0.20813,0.20813,0.20813,0.20813
0.207886,0.207886,0.207886,0.207886
0.208008,0.208008,0.208008,0.208008
0.206909,0.206909,0.206909,0.206909
0.206055,0.206055,0.206055,0.206055
0.205444,0.205444,0.205444,0.205444
0.205444,0.205444,0.205444,0.205444
0.205811,0.205811,0.205811,0.205811
0.205811,0.205811,0.205811,0.205811
0.205322,0.205322,0.205322,0.205322
0.205322,0.205322,0.205322,0.205322
0.204224,0.204224,0.204224,0.204224
0.203491,0.203491,0.203491,0.203491
0.203491,0.203491,0.203491,0.203491
0.203491,0.203491,0.203491,0.203491
0.203735,0.203735,0.203735,0.203735
0.203491,0.203491,0.203491,0.203491
0.203369,0.203369,0.203369,0.203369
0.203125,0.203125,0.203125,0.203125
0.201172,0.201172,0.201172,0.201172
0.20166,0.20166,0.20166,0.20166
0.201538,0.201538,0.201538,0.201538
0.201782,0.201782,0.201782,0.201782
0.201538,0.201538,0.201538,0.201538
0.201416,0.201416,0.201416,0.201416
0.201416,0.201416,0.201416,0.201416
0.200317,0.200317,0.200317,0.200317
0.200317,0.200317,0.200317,0.200317
0.199829,0.199829,0.199829,0.199829
0.199951,0.199951,0.199951,0.199951
0.199585,0.199585,0.199585,0.199585
0.200195,0.200195,0.200195,0.200195
0.199951,0.199951,0.199951,0.199951
0.199585,0.199585,0.199585,0.199585
0.19812,0.19812,0.19812,0.19812
0.197876,0.197876,0.197876,0.197876
0.197876,0.197876,0.197876,0.197876
0.198242,0.198242,0.198242,0.198242
0.197388,0.197388,0.197388,0.197388
0.197632,0.197632,0.197632,0.197632
0.19812,0.19812,0.19812,0.19812
0.197144,0.197144,0.197144,0.197144
0.195435,0.195435,0.195435,0.195435
0.195923,0.195923,0.195923,0.195923
0.196045,0.196045,0.196045,0.196045
0.195801,0.195801,0.195801,0.195801
0.195801,0.195801,0.195801,0.195801
0.196045,0.196045,0.196045,0.196045
0.196533,0.196533,0.196533,0.196533
0.194458,0.194458,0.194458,0.194458
0.193848,0.193848,0.193848,0.193848
0.193848,0.193848,0.193848,0.193848
0.193726,0.193726,0.193726,0.193726
0.193848,0.193848,0.193848,0.193848
0.194214,0.194214,0.194214,0.194214
0.194336,0.194336,0.194336,0.194336
0.194092,0.194092,0.194092,0.194092
0.191895,0.191895,0.191895,0.191895
0.192139,0.192139,0.192139,0.192139
0.192261,0.192261,0.192261,0.192261
0.192261,0.192261,0.192261,0.192261
0.192139,0.192139,0.192139,0.192139
0.192261,0.192261,0.192261,0.192261
0.192017,0.192017,0.192017,0.192017
0.190918,0.190918,0.190918,0.190918
0.189819,0.189819,0.189819,0.189819
0.190063,0.190063,0.190063,0.190063
0.190063,0.190063,0.190063,0.190063
0.189819,0.189819,0.189819,0.189819
0.189819,0.189819,0.189819,0.189819
0.189697,0.189697,0.189697,0.189697
0.189575,0.189575,0.189575,0.189575
0.187622,0.187622,0.187622,0.187622
0.1875,0.1875,0.1875,0.1875
0.18811,0.18811,0.18811,0.18811
0.187744,0.187744,0.187744,0.187744
0.187622,0.187622,0.187622,0.187622
0.187378,0.187378,0.187378,0.187378
0.187866,0.187866,0.187866,0.187866
0.1875,0.1875,0.1875,0.1875
0.185425,0.185425,0.185425,0.185425
0.185547,0.185547,0.185547,0.185547
0.185303,0.185303,0.185303,0.185303
0.185425,0.185425,0.185425,0.185425
0.185547,0.185547,0.185547,0.185547
0.185059,0.185059,0.185059,0.185059
0.185669,0.185669,0.185669,0.185669
0.18457,0.18457,0.18457,0.18457
0.18396,0.18396,0.18396,0.18396
0.183716,0.183716,0.183716,0.183716
0.183838,0.183838,0.183838,0.183838
0.183716,0.183716,0.183716,0.183716
0.183716,0.183716,0.183716,0.183716
0.183716,0.183716,0.183716,0.183716
0.183716,0.183716,0.183716,0.183716
0.182129,0.182129,0.182129,0.182129
0.181885,0.181885,0.181885,0.181885
0.181274,0.181274,0.181274,0.181274
0.181641,0.181641,0.181641,0.181641
0.181274,0.181274,0.181274,0.181274
0.181763,0.181763,0.181763,0.181763
0.181641,0.181641,0.181641,0.181641
0.180786,0.180786,0.180786,0.180786
0.179443,0.179443,0.179443,0.179443
0.179565,0.179565,0.179565,0.179565
0.179443,0.179443,0.179443,0.179443
0.179688,0.179688,0.179688,0.179688
0.17981,0.17981,0.17981,0.17981
0.179443,0.179443,0.179443,0.179443
0.180176,0.180176,0.180176,0.180176
0.178223,0.178223,0.178223,0.178223
0.177979,0.177979,0.177979,0.177979
0.177979,0.177979,0.177979,0.177979
0.177979,0.177979,0.177979,0.177979
0.177979,0.177979,0.177979,0.177979
0.177979,0.177979,0.177979,0.177979
0.177856,0.177856,0.177856,0.177856
0.178345,0.178345,0.178345,0.178345
0.175781,0.175781,0.175781,0.175781
0.176392,0.176392,0.176392,0.176392
0.176025,0.176025,0.176025,0.176025
0.176147,0.176147,0.176147,0.176147
0.17627,0.17627,0.17627,0.17627
0.176147,0.176147,0.176147,0.176147
0.17627,0.17627,0.17627,0.17627
0.175049,0.175049,0.175049,0.175049
0.174194,0.174194,0.174194,0.174194
0.17395,0.17395,0.17395,0.17395
0.173706,0.173706,0.173706,0.173706
0.173462,0.173462,0.173462,0.173462
0.173828,0.173828,0.173828,0.173828
0.173706,0.173706,0.173706,0.173706
0.173828,0.173828,0.173828,0.173828
0.171997,0.171997,0.171997,0.171997
0.171875,0.171875,0.171875,0.171875
0.171753,0.171753,0.171753,0.171753
0.171875,0.171875,0.171875,0.171875
0.171753,0.171753,0.171753,0.171753
0.171753,0.171753,0.171753,0.171753
0.171753,0.171753,0.171753,0.171753
0.171509,0.171509,0.171509,0.171509
0.169434,0.169434,0.169434,0.169434
0.169678,0.169678,0.169678,0.169678
0.169556,0.169556,0.169556,0.169556
0.169678,0.169678,0.169678,0.169678
0.170044,0.170044,0.170044,0.170044
0.169678,0.169678,0.169678,0.169678
0.169922,0.169922,0.169922,0.169922
0.168335,0.168335,0.168335,0.168335
0.168091,0.168091,0.168091,0.168091
0.167847,0.167847,0.167847,0.167847
0.167969,0.167969,0.167969,0.167969
0.167969,0.167969,0.167969,0.167969
0.168091,0.168091,0.168091,0.168091
0.168091,0.168091,0.168091,0.168091
0.167969,0.167969,0.167969,0.167969
0.16626,0.16626,0.16626,0.16626
0.165527,0.165527,0.165527,0.165527
0.16626,0.16626,0.16626,0.16626
0.165771,0.165771,0.165771,0.165771
0.165649,0.165649,0.165649,0.165649
0.165771,0.165771,0.165771,0.165771
0.16626,0.16626,0.16626,0.16626
0.165527,0.165527,0.165527,0.165527
0.16394,0.16394,0.16394,0.16394
0.163696,0.163696,0.163696,0.163696
0.164185,0.164185,0.164185,0.164185
0.164185,0.164185,0.164185,0.164185
0.164307,0.164307,0.164307,0.164307
0.164185,0.164185,0.164185,0.164185
0.16394,0.16394,0.16394,0.16394
0.162476,0.162476,0.162476,0.162476
0.162231,0.162231,0.162231,0.162231
0.162354,0.162354,0.162354,0.162354
0.162231,0.162231,0.162231,0.162231
0.162231,0.162231,0.162231,0.162231
0.161987,0.161987,0.161987,0.161987
0.162354,0.162354,0.162354,0.162354
0.161621,0.161621,0.161621,0.161621
0.160278,0.160278,0.160278,0.160278
0.160278,0.160278,0.160278,0.160278
0.160278,0.160278,0.160278,0.160278
0.160156,0.160156,0.160156,0.160156
0.160278,0.160278,0.160278,0.160278
0.160156,0.160156,0.160156,0.160156
0.160156,0.160156,0.160156,0.160156
0.15918,0.15918,0.15918,0.15918
0.157959,0.157959,0.157959,0.157959
0.158447,0.158447,0.158447,0.158447
0.157959,0.157959,0.157959,0.157959
0.158325,0.158325,0.158325,0.158325
0.157959,0.157959,0.157959,0.157959
0.157837,0.157837,0.157837,0.157837
0.158325,0.158325,0.158325,0.158325
0.15625,0.15625,0.15625,0.15625
0.156128,0.156128,0.156128,0.156128
0.155884,0.155884,0.155884,0.155884
0.155884,0.155884,0.155884,0.155884
0.156006,0.156006,0.156006,0.156006
0.155884,0.155884,0.155884,0.155884
0.155884,0.155884,0.155884,0.155884
0.155884,0.155884,0.155884,0.155884
0.153931,0.153931,0.153931,0.153931
0.154175,0.154175,0.154175,0.154175
0.154419,0.154419,0.154419,0.154419
0.153931,0.153931,0.153931,0.153931
0.154297,0.154297,0.154297,0.154297
0.154053,0.154053,0.154053,0.154053
0.153809,0.153809,0.153809,0.153809
0.152954,0.152954,0.152954,0.152954
0.1521,0.1521,0.1521,0.1521
0.151733,0.151733,0.151733,0.151733
0.151489,0.151489,0.151489,0.151489
0.151978,0.151978,0.151978,0.151978
0.151611,0.151611,0.151611,0.151611
0.151733,0.151733,0.151733,0.151733
0.151489,0.151489,0.151489,0.151489
0.150391,0.150391,0.150391,0.150391
0.150024,0.150024,0.150024,0.150024
0.150024,0.150024,0.150024,0.150024
0.149414,0.149414,0.149414,0.149414
0.149048,0.149048,0.149048,0.149048
0.149292,0.149292,0.149292,0.149292
0.149658,0.149658,0.149658,0.149658
0.149292,0.149292,0.149292,0.149292
0.147583,0.147583,0.147583,0.147583
0.147705,0.147705,0.147705,0.147705
0.147705,0.147705,0.147705,0.147705
0.147827,0.147827,0.147827,0.147827
0.147583,0.147583,0.147583,0.147583
0.148071,0.148071,0.148071,0.148071
0.148315,0.148315,0.148315,0.148315
0.14624,0.14624,0.14624,0.14624
0.145996,0.145996,0.145996,0.145996
0.145752,0.145752,0.145752,0.145752
0.145874,0.145874,0.145874,0.145874
0.145996,0.145996,0.145996,0.145996
0.14624,0.14624,0.14624,0.14624
0.145752,0.145752,0.145752,0.145752
0.145996,0.145996,0.145996,0.145996
0.143921,0.143921,0.143921,0.143921
0.144165,0.144165,0.144165,0.144165
0.144287,0.144287,0.144287,0.144287
0.143921,0.143921,0.143921,0.143921
0.143921,0.143921,0.143921,0.143921
0.144287,0.144287,0.144287,0.144287
0.144165,0.144165,0.144165,0.144165
0.143555,0.143555,0.143555,0.143555
0.141968,0.141968,0.141968,0.141968
0.142578,0.142578,0.142578,0.142578
0.14209,0.14209,0.14209,0.14209
0.14209,0.14209,0.14209,0.14209
0.14209,0.14209,0.14209,0.14209
0.14209,0.14209,0.14209,0.14209
0.142212,0.142212,0.142212,0.142212
0.140381,0.140381,0.140381,0.140381
0.139893,0.139893,0.139893,0.139893
0.140015,0.140015,0.140015,0.140015
0.139771,0.139771,0.139771,0.139771
0.139893,0.139893,0.139893,0.139893
0.139893,0.139893,0.139893,0.139893
0.140015,0.140015,0.140015,0.140015
0.140137,0.140137,0.140137,0.140137
0.138062,0.138062,0.138062,0.138062
0.137817,0.137817,0.137817,0.137817
0.137817,0.137817,0.137817,0.137817
0.138184,0.138184,0.138184,0.138184
0.138184,0.138184,0.138184,0.138184
0.138062,0.138062,0.138062,0.138062
0.138184,0.138184,0.138184,0.138184
0.137329,0.137329,0.137329,0.137329
0.13623,0.13623,0.13623,0.13623
0.136475,0.136475,0.136475,0.136475
0.136475,0.136475,0.136475,0.136475
0.136719,0.136719,0.136719,0.136719
0.136597,0.136597,0.136597,0.136597
0.136841,0.136841,0.136841,0.136841
0.136719,0.136719,0.136719,0.136719
0.134766,0.134766,0.134766,0.134766
0.134644,0.134644,0.134644,0.134644
0.134399,0.134399,0.134399,0.134399
0.134399,0.134399,0.134399,0.134399
0.133911,0.133911,0.133911,0.133911
0.133789,0.133789,0.133789,0.133789
0.134155,0.134155,0.134155,0.134155
0.133789,0.133789,0.133789,0.133789
0.131714,0.131714,0.131714,0.131714
0.132202,0.132202,0.132202,0.132202
0.131836,0.131836,0.131836,0.131836
0.132202,0.132202,0.132202,0.132202
0.131958,0.131958,0.131958,0.131958
0.132202,0.132202,0.132202,0.132202
0.131958,0.131958,0.131958,0.131958
0.130493,0.130493,0.130493,0.130493
0.130615,0.130615,0.130615,0.130615
0.130371,0.130371,0.130371,0.130371
0.130615,0.130615,0.130615,0.130615
0.130615,0.130615,0.130615,0.130615
0.130493,0.130493,0.130493,0.130493
0.130493,0.130493,0.130493,0.130493
0.130249,0.130249,0.130249,0.130249
0.12854,0.12854,0.12854,0.12854
0.12854,0.12854,0.12854,0.12854
0.128418,0.128418,0.128418,0.128418
0.12854,0.12854,0.12854,0.12854
0.12854,0.12854,0.12854,0.12854
0.128784,0.128784,0.128784,0.128784
0.12854,0.12854,0.12854,0.12854
0.128052,0.128052,0.128052,0.128052
0.126099,0.126099,0.126099,0.126099
0.126343,0.126343,0.126343,0.126343
0.126099,0.126099,0.126099,0.126099
0.126099,0.126099,0.126099,0.126099
0.126221,0.126221,0.126221,0.126221
0.126221,0.126221,0.126221,0.126221
0.126465,0.126465,0.126465,0.126465
0.124634,0.124634,0.124634,0.124634
0.12439,0.12439,0.12439,0.12439
0.12439,0.12439,0.12439,0.12439
0.124146,0.124146,0.124146,0.124146
0.12439,0.12439,0.12439,0.12439
0.124268,0.124268,0.124268,0.124268
0.124268,0.124268,0.124268,0.124268
0.124268,0.124268,0.124268,0.124268
0.122314,0.122314,0.122314,0.122314
0.122437,0.122437,0.122437,0.122437
0.121948,0.121948,0.121948,0.121948
0.121704,0.121704,0.121704,0.121704
0.122681,0.122681,0.122681,0.122681
0.122314,0.122314,0.122314,0.122314
0.122559,0.122559,0.122559,0.122559
0.121948,0.121948,0.121948,0.121948
0.12085,0.12085,0.12085,0.12085
0.121582,0.121582,0.121582,0.121582
0.121216,0.121216,0.121216,0.121216
0.121338,0.121338,0.121338,0.121338
0.120972,0.120972,0.120972,0.120972
0.121338,0.121338,0.121338,0.121338
0.121094,0.121094,0.121094,0.121094
0.119019,0.119019,0.119019,0.119019
0.118286,0.118286,0.118286,0.118286
0.118286,0.118286,0.118286,0.118286
0.118408,0.118408,0.118408,0.118408
0.119019,0.119019,0.119019,0.119019
0.118286,0.118286,0.118286,0.118286
0.118774,0.118774,0.118774,0.118774
0.118408,0.118408,0.118408,0.118408
0.116333,0.116333,0.116333,0.116333
0.116211,0.116211,0.116211,0.116211
0.115845,0.115845,0.115845,0.115845
0.116333,0.116333,0.116333,0.116333
0.116821,0.116821,0.116821,0.116821
0.116333,0.116333,0.116333,0.116333
0.116455,0.116455,0.116455,0.116455
0.115112,0.115112,0.115112,0.115112
0.114258,0.114258,0.114258,0.114258
0.114258,0.114258,0.114258,0.114258
0.114624,0.114624,0.114624,0.114624
0.114746,0.114746,0.114746,0.114746
0.114502,0.114502,0.114502,0.114502
0.114624,0.114624,0.114624,0.114624
0.114502,0.114502,0.114502,0.114502
0.112671,0.112671,0.112671,0.112671
0.112549,0.112549,0.112549,0.112549
0.112549,0.112549,0.112549,0.112549
0.112427,0.112427,0.112427,0.112427
0.112671,0.112671,0.112671,0.112671
0.112671,0.112671,0.112671,0.112671
0.112793,0.112793,0.112793,0.112793
0.112427,0.112427,0.112427,0.112427
0.110107,0.110107,0.110107,0.110107
0.110229,0.110229,0.110229,0.110229
0.110352,0.110352,0.110352,0.110352
0.110474,0.110474,0.110474,0.110474
0.110474,0.110474,0.110474,0.110474
0.110352,0.110352,0.110352,0.110352
0.110229,0.110229,0.110229,0.110229
0.108521,0.108521,0.108521,0.108521
0.108276,0.108276,0.108276,0.108276
0.108276,0.108276,0.108276,0.108276
0.108276,0.108276,0.108276,0.108276
0.108154,0.108154,0.108154,0.108154
0.108154,0.108154,0.108154,0.108154
0.108521,0.108521,0.108521,0.108521
0.108643,0.108643,0.108643,0.108643
0.106079,0.106079,0.106079,0.106079
0.106567,0.106567,0.106567,0.106567
0.106445,0.106445,0.106445,0.106445
0.106567,0.106567,0.106567,0.106567
0.106689,0.106689,0.106689,0.106689
0.106812,0.106812,0.106812,0.106812
0.106567,0.106567,0.106567,0.106567
0.105469,0.105469,0.105469,0.105469
0.104126,0.104126,0.104126,0.104126
0.105225,0.105225,0.105225,0.105225
0.10498,0.10498,0.10498,0.10498
0.104858,0.104858,0.104858,0.104858
0.10498,0.10498,0.10498,0.10498
0.105225,0.105225,0.105225,0.105225
0.104858,0.104858,0.104858,0.104858
0.103027,0.103027,0.103027,0.103027
0.102539,0.102539,0.102539,0.102539
0.102417,0.102417,0.102417,0.102417
0.103027,0.103027,0.103027,0.103027
0.103027,0.103027,0.103027,0.103027
0.103027,0.103027,0.103027,0.103027
0.102661,0.102661,0.102661,0.102661
0.102051,0.102051,0.102051,0.102051
0.100464,0.100464,0.100464,0.100464
0.100464,0.100464,0.100464,0.100464
0.100952,0.100952,0.100952,0.100952
0.100708,0.100708,0.100708,0.100708
0.100464,0.100464,0.100464,0.100464
0.100586,0.100586,0.100586,0.100586
0.100708,0.100708,0.100708,0.100708
0.099121,0.099121,0.099121,0.099121
0.098633,0.098633,0.098633,0.098633
0.098633,0.098633,0.098633,0.098633
0.098389,0.098389,0.098389,0.098389
0.098389,0.098389,0.098389,0.098389
0.098633,0.098633,0.098633,0.098633
0.098755,0.098755,0.098755,0.098755
0.098511,0.098511,0.098511,0.098511
0.09668,0.09668,0.09668,0.09668
0.096802,0.096802,0.096802,0.096802
0.09668,0.09668,0.09668,0.09668
0.09668,0.09668,0.09668,0.09668
0.096802,0.096802,0.096802,0.096802
0.09668,0.09668,0.09668,0.09668
0.09668,0.09668,0.09668,0.09668
0.096313,0.096313,0.096313,0.096313
0.093994,0.093994,0.093994,0.093994
0.09436,0.09436,0.09436,0.09436
0.09436,0.09436,0.09436,0.09436
0.094238,0.094238,0.094238,0.094238
0.094238,0.094238,0.094238,0.094238
0.09436,0.09436,0.09436,0.09436
0.094482,0.094482,0.094482,0.094482
0.09314,0.09314,0.09314,0.09314
0.092163,0.092163,0.092163,0.092163
0.092407,0.092407,0.092407,0.092407
0.092163,0.092163,0.092163,0.092163
0.092285,0.092285,0.092285,0.092285
0.092285,0.092285,0.092285,0.092285
0.092285,0.092285,0.092285,0.092285
0.092285,0.092285,0.092285,0.092285
0.090698,0.090698,0.090698,0.090698
0.090088,0.090088,0.090088,0.090088
0.090454,0.090454,0.090454,0.090454
0.090332,0.090332,0.090332,0.090332
0.090088,0.090088,0.090088,0.090088
0.090088,0.090088,0.090088,0.090088
0.090088,0.090088,0.090088,0.090088
0.0896,0.0896,0.0896,0.0896
0.088135,0.088135,0.088135,0.088135
0.088867,0.088867,0.088867,0.088867
0.088257,0.088257,0.088257,0.088257
0.088745,0.088745,0.088745,0.088745
0.089233,0.089233,0.089233,0.089233
0.088501,0.088501,0.088501,0.088501
0.088501,0.088501,0.088501,0.088501
0.087524,0.087524,0.087524,0.087524
0.086792,0.086792,0.086792,0.086792
0.086426,0.086426,0.086426,0.086426
0.086792,0.086792,0.086792,0.086792
0.086548,0.086548,0.086548,0.086548
0.086548,0.086548,0.086548,0.086548
0.086304,0.086304,0.086304,0.086304
0.086426,0.086426,0.086426,0.086426
0.084229,0.084229,0.084229,0.084229
0.084717,0.084717,0.084717,0.084717
0.084473,0.084473,0.084473,0.084473
0.084229,0.084229,0.084229,0.084229
0.083984,0.083984,0.083984,0.083984
0.084473,0.084473,0.084473,0.084473
0.084473,0.084473,0.084473,0.084473
0.083008,0.083008,0.083008,0.083008
0.082153,0.082153,0.082153,0.082153
0.082397,0.082397,0.082397,0.082397
0.081787,0.081787,0.081787,0.081787
0.08252,0.08252,0.08252,0.08252
0.082031,0.082031,0.082031,0.082031
0.081787,0.081787,0.081787,0.081787
0.081909,0.081909,0.081909,0.081909
0.080811,0.080811,0.080811,0.080811
0.080322,0.080322,0.080322,0.080322
0.080444,0.080444,0.080444,0.080444
0.080322,0.080322,0.080322,0.080322
0.0802,0.0802,0.0802,0.0802
0.080322,0.080322,0.080322,0.080322
0.080811,0.080811,0.080811,0.080811
0.079834,0.079834,0.079834,0.079834
0.077881,0.077881,0.077881,0.077881
0.077881,0.077881,0.077881,0.077881
0.078003,0.078003,0.078003,0.078003
0.078247,0.078247,0.078247,0.078247
0.078125,0.078125,0.078125,0.078125
0.078369,0.078369,0.078369,0.078369
0.078003,0.078003,0.078003,0.078003
0.077271,0.077271,0.077271,0.077271
0.076416,0.076416,0.076416,0.076416
0.076538,0.076538,0.076538,0.076538
0.076538,0.076538,0.076538,0.076538
0.076294,0.076294,0.076294,0.076294
0.076294,0.076294,0.076294,0.076294
0.07605,0.07605,0.07605,0.07605
0.076294,0.076294,0.076294,0.076294
0.074463,0.074463,0.074463,0.074463
0.074463,0.074463,0.074463,0.074463
0.074097,0.074097,0.074097,0.074097
0.074097,0.074097,0.074097,0.074097
0.074463,0.074463,0.074463,0.074463
0.074585,0.074585,0.074585,0.074585
0.073975,0.073975,0.073975,0.073975
0.073608,0.073608,0.073608,0.073608
0.072632,0.072632,0.072632,0.072632
0.07251,0.07251,0.07251,0.07251
0.072998,0.072998,0.072998,0.072998
0.072632,0.072632,0.072632,0.072632
0.072388,0.072388,0.072388,0.072388
0.072266,0.072266,0.072266,0.072266
0.072388,0.072388,0.072388,0.072388
