,0,1,2,3,4
0,0.332022,0.332022,0.332022,0.332022,0.332022
1,0.332455,0.332455,0.332455,0.332455,0.332455
2,0.333177,0.333177,0.333177,0.333177,0.333177
3,0.332744,0.332744,0.332744,0.332744,0.332744
4,0.333466,0.333466,0.333466,0.333466,0.333466
5,0.333466,0.333466,0.333466,0.333466,0.333466
6,0.3339,0.3339,0.3339,0.3339,0.3339
7,0.334333,0.334333,0.334333,0.334333,0.334333
8,0.334477,0.334477,0.334477,0.334477,0.334477
9,0.334188,0.334188,0.334188,0.334188,0.334188
10,0.334622,0.334622,0.334622,0.334622,0.334622
11,0.335344,0.335344,0.335344,0.335344,0.335344
12,0.335777,0.335777,0.335777,0.335777,0.335777
13,0.335921,0.335921,0.335921,0.335921,0.335921
14,0.335921,0.335921,0.335921,0.335921,0.335921
15,0.336499,0.336499,0.336499,0.336499,0.336499
16,0.336788,0.336788,0.336788,0.336788,0.336788
17,0.337077,0.337077,0.337077,0.337077,0.337077
18,0.337221,0.337221,0.337221,0.337221,0.337221
19,0.337655,0.337655,0.337655,0.337655,0.337655
20,0.337799,0.337799,0.337799,0.337799,0.337799
21,0.337943,0.337943,0.337943,0.337943,0.337943
22,0.338232,0.338232,0.338232,0.338232,0.338232
23,0.338521,0.338521,0.338521,0.338521,0.338521
24,0.338954,0.338954,0.338954,0.338954,0.338954
25,0.339099,0.339099,0.339099,0.339099,0.339099
26,0.339821,0.339821,0.339821,0.339821,0.339821
27,0.339821,0.339821,0.339821,0.339821,0.339821
28,0.339965,0.339965,0.339965,0.339965,0.339965
29,0.340254,0.340254,0.340254,0.340254,0.340254
30,0.340832,0.340832,0.340832,0.340832,0.340832
31,0.340832,0.340832,0.340832,0.340832,0.340832
32,0.341265,0.341265,0.341265,0.341265,0.341265
33,0.341554,0.341554,0.341554,0.341554,0.341554
34,0.341409,0.341409,0.341409,0.341409,0.341409
35,0.342132,0.342132,0.342132,0.342132,0.342132
36,0.342132,0.342132,0.342132,0.342132,0.342132
37,0.34242,0.34242,0.34242,0.34242,0.34242
38,0.343142,0.343142,0.343142,0.343142,0.343142
39,0.343142,0.343142,0.343142,0.343142,0.343142
40,0.343431,0.343431,0.343431,0.343431,0.343431
41,0.343865,0.343865,0.343865,0.343865,0.343865
42,0.344298,0.344298,0.344298,0.344298,0.344298
43,0.344298,0.344298,0.344298,0.344298,0.344298
44,0.344587,0.344587,0.344587,0.344587,0.344587
45,0.344876,0.344876,0.344876,0.344876,0.344876
46,0.345309,0.345309,0.345309,0.345309,0.345309
47,0.345886,0.345886,0.345886,0.345886,0.345886
48,0.345886,0.345886,0.345886,0.345886,0.345886
49,0.346031,0.346031,0.346031,0.346031,0.346031
50,0.346609,0.346609,0.346609,0.346609,0.346609
51,0.346609,0.346609,0.346609,0.346609,0.346609
52,0.346897,0.346897,0.346897,0.346897,0.346897
53,0.347475,0.347475,0.347475,0.347475,0.347475
54,0.34762,0.34762,0.34762,0.34762,0.34762
55,0.348342,0.348342,0.348342,0.348342,0.348342
56,0.348486,0.348486,0.348486,0.348486,0.348486
57,0.348775,0.348775,0.348775,0.348775,0.348775
58,0.348919,0.348919,0.348919,0.348919,0.348919
59,0.349208,0.349208,0.349208,0.349208,0.349208
60,0.349497,0.349497,0.349497,0.349497,0.349497
61,0.350219,0.350219,0.350219,0.350219,0.350219
62,0.350363,0.350363,0.350363,0.350363,0.350363
63,0.350363,0.350363,0.350363,0.350363,0.350363
64,0.350797,0.350797,0.350797,0.350797,0.350797
65,0.350797,0.350797,0.350797,0.350797,0.350797
66,0.351374,0.351374,0.351374,0.351374,0.351374
67,0.351374,0.351374,0.351374,0.351374,0.351374
68,0.352097,0.352097,0.352097,0.352097,0.352097
69,0.352241,0.352241,0.352241,0.352241,0.352241
70,0.352674,0.352674,0.352674,0.352674,0.352674
71,0.353252,0.353252,0.353252,0.353252,0.353252
72,0.353107,0.353107,0.353107,0.353107,0.353107
73,0.35383,0.35383,0.35383,0.35383,0.35383
74,0.353974,0.353974,0.353974,0.353974,0.353974
75,0.354552,0.354552,0.354552,0.354552,0.354552
76,0.354841,0.354841,0.354841,0.354841,0.354841
77,0.354841,0.354841,0.354841,0.354841,0.354841
78,0.355274,0.355274,0.355274,0.355274,0.355274
79,0.355707,0.355707,0.355707,0.355707,0.355707
80,0.355563,0.355563,0.355563,0.355563,0.355563
81,0.355563,0.355563,0.355563,0.355563,0.355563
82,0.35614,0.35614,0.35614,0.35614,0.35614
83,0.356429,0.356429,0.356429,0.356429,0.356429
84,0.356862,0.356862,0.356862,0.356862,0.356862
85,0.35744,0.35744,0.35744,0.35744,0.35744
86,0.357007,0.357007,0.357007,0.357007,0.357007
87,0.357585,0.357585,0.357585,0.357585,0.357585
88,0.357873,0.357873,0.357873,0.357873,0.357873
89,0.358451,0.358451,0.358451,0.358451,0.358451
90,0.35874,0.35874,0.35874,0.35874,0.35874
91,0.359173,0.359173,0.359173,0.359173,0.359173
92,0.359462,0.359462,0.359462,0.359462,0.359462
93,0.359462,0.359462,0.359462,0.359462,0.359462
94,0.359895,0.359895,0.359895,0.359895,0.359895
95,0.359895,0.359895,0.359895,0.359895,0.359895
96,0.360328,0.360328,0.360328,0.360328,0.360328
97,0.360617,0.360617,0.360617,0.360617,0.360617
98,0.361195,0.361195,0.361195,0.361195,0.361195
99,0.361051,0.361051,0.361051,0.361051,0.361051
100,0.361773,0.361773,0.361773,0.361773,0.361773
101,0.361917,0.361917,0.361917,0.361917,0.361917
102,0.36235,0.36235,0.36235,0.36235,0.36235
103,0.362639,0.362639,0.362639,0.362639,0.362639
104,0.362928,0.362928,0.362928,0.362928,0.362928
105,0.363217,0.363217,0.363217,0.363217,0.363217
106,0.363217,0.363217,0.363217,0.363217,0.363217
107,0.363506,0.363506,0.363506,0.363506,0.363506
108,0.363939,0.363939,0.363939,0.363939,0.363939
109,0.364372,0.364372,0.364372,0.364372,0.364372
110,0.364806,0.364806,0.364806,0.364806,0.364806
111,0.364806,0.364806,0.364806,0.364806,0.364806
112,0.36495,0.36495,0.36495,0.36495,0.36495
113,0.365528,0.365528,0.365528,0.365528,0.365528
114,0.366105,0.366105,0.366105,0.366105,0.366105
115,0.365816,0.365816,0.365816,0.365816,0.365816
116,0.36625,0.36625,0.36625,0.36625,0.36625
117,0.366683,0.366683,0.366683,0.366683,0.366683
118,0.366827,0.366827,0.366827,0.366827,0.366827
119,0.367694,0.367694,0.367694,0.367694,0.367694
120,0.36755,0.36755,0.36755,0.36755,0.36755
121,0.368127,0.368127,0.368127,0.368127,0.368127
122,0.367983,0.367983,0.367983,0.367983,0.367983
123,0.368849,0.368849,0.368849,0.368849,0.368849
124,0.369138,0.369138,0.369138,0.369138,0.369138
125,0.369138,0.369138,0.369138,0.369138,0.369138
126,0.369283,0.369283,0.369283,0.369283,0.369283
127,0.370005,0.370005,0.370005,0.370005,0.370005
128,0.370005,0.370005,0.370005,0.370005,0.370005
129,0.370438,0.370438,0.370438,0.370438,0.370438
130,0.370293,0.370293,0.370293,0.370293,0.370293
131,0.371449,0.371449,0.371449,0.371449,0.371449
132,0.371593,0.371593,0.371593,0.371593,0.371593
133,0.371449,0.371449,0.371449,0.371449,0.371449
134,0.372171,0.372171,0.372171,0.372171,0.372171
135,0.372171,0.372171,0.372171,0.372171,0.372171
136,0.372749,0.372749,0.372749,0.372749,0.372749
137,0.372749,0.372749,0.372749,0.372749,0.372749
138,0.373037,0.373037,0.373037,0.373037,0.373037
139,0.373471,0.373471,0.373471,0.373471,0.373471
140,0.373471,0.373471,0.373471,0.373471,0.373471
141,0.374048,0.374048,0.374048,0.374048,0.374048
142,0.374048,0.374048,0.374048,0.374048,0.374048
143,0.374626,0.374626,0.374626,0.374626,0.374626
144,0.374771,0.374771,0.374771,0.374771,0.374771
145,0.375637,0.375637,0.375637,0.375637,0.375637
146,0.375348,0.375348,0.375348,0.375348,0.375348
147,0.375926,0.375926,0.375926,0.375926,0.375926
148,0.376215,0.376215,0.376215,0.376215,0.376215
149,0.376215,0.376215,0.376215,0.376215,0.376215
150,0.376792,0.376792,0.376792,0.376792,0.376792
151,0.37737,0.37737,0.37737,0.37737,0.37737
152,0.377226,0.377226,0.377226,0.377226,0.377226
153,0.377659,0.377659,0.377659,0.377659,0.377659
154,0.378092,0.378092,0.378092,0.378092,0.378092
155,0.378525,0.378525,0.378525,0.378525,0.378525
156,0.378237,0.378237,0.378237,0.378237,0.378237
157,0.379248,0.379248,0.379248,0.379248,0.379248
158,0.379392,0.379392,0.379392,0.379392,0.379392
159,0.379536,0.379536,0.379536,0.379536,0.379536
160,0.379536,0.379536,0.379536,0.379536,0.379536
161,0.380259,0.380259,0.380259,0.380259,0.380259
162,0.380259,0.380259,0.380259,0.380259,0.380259
163,0.380836,0.380836,0.380836,0.380836,0.380836
164,0.380981,0.380981,0.380981,0.380981,0.380981
165,0.381414,0.381414,0.381414,0.381414,0.381414
166,0.381558,0.381558,0.381558,0.381558,0.381558
167,0.381847,0.381847,0.381847,0.381847,0.381847
168,0.382136,0.382136,0.382136,0.382136,0.382136
169,0.382425,0.382425,0.382425,0.382425,0.382425
170,0.382425,0.382425,0.382425,0.382425,0.382425
171,0.382714,0.382714,0.382714,0.382714,0.382714
172,0.383147,0.383147,0.383147,0.383147,0.383147
173,0.383725,0.383725,0.383725,0.383725,0.383725
174,0.384013,0.384013,0.384013,0.384013,0.384013
175,0.384158,0.384158,0.384158,0.384158,0.384158
176,0.384736,0.384736,0.384736,0.384736,0.384736
177,0.384447,0.384447,0.384447,0.384447,0.384447
178,0.385169,0.385169,0.385169,0.385169,0.385169
179,0.385458,0.385458,0.385458,0.385458,0.385458
180,0.385891,0.385891,0.385891,0.385891,0.385891
181,0.38618,0.38618,0.38618,0.38618,0.38618
182,0.386324,0.386324,0.386324,0.386324,0.386324
183,0.386757,0.386757,0.386757,0.386757,0.386757
184,0.387046,0.387046,0.387046,0.387046,0.387046
185,0.38748,0.38748,0.38748,0.38748,0.38748
186,0.387913,0.387913,0.387913,0.387913,0.387913
187,0.387913,0.387913,0.387913,0.387913,0.387913
188,0.388202,0.388202,0.388202,0.388202,0.388202
189,0.38849,0.38849,0.38849,0.38849,0.38849
190,0.388779,0.388779,0.388779,0.388779,0.388779
191,0.389213,0.389213,0.389213,0.389213,0.389213
192,0.389501,0.389501,0.389501,0.389501,0.389501
193,0.38979,0.38979,0.38979,0.38979,0.38979
194,0.390079,0.390079,0.390079,0.390079,0.390079
195,0.390223,0.390223,0.390223,0.390223,0.390223
196,0.390801,0.390801,0.390801,0.390801,0.390801
197,0.39109,0.39109,0.39109,0.39109,0.39109
198,0.391234,0.391234,0.391234,0.391234,0.391234
199,0.391523,0.391523,0.391523,0.391523,0.391523
200,0.391957,0.391957,0.391957,0.391957,0.391957
201,0.391812,0.391812,0.391812,0.391812,0.391812
202,0.392245,0.392245,0.392245,0.392245,0.392245
203,0.392534,0.392534,0.392534,0.392534,0.392534
204,0.392967,0.392967,0.392967,0.392967,0.392967
205,0.393112,0.393112,0.393112,0.393112,0.393112
206,0.393545,0.393545,0.393545,0.393545,0.393545
207,0.394123,0.394123,0.394123,0.394123,0.394123
208,0.394123,0.394123,0.394123,0.394123,0.394123
209,0.394556,0.394556,0.394556,0.394556,0.394556
210,0.3947,0.3947,0.3947,0.3947,0.3947
211,0.394845,0.394845,0.394845,0.394845,0.394845
212,0.395278,0.395278,0.395278,0.395278,0.395278
213,0.395856,0.395856,0.395856,0.395856,0.395856
214,0.396434,0.396434,0.396434,0.396434,0.396434
215,0.396434,0.396434,0.396434,0.396434,0.396434
216,0.396722,0.396722,0.396722,0.396722,0.396722
217,0.397156,0.397156,0.397156,0.397156,0.397156
218,0.396867,0.396867,0.396867,0.396867,0.396867
219,0.397589,0.397589,0.397589,0.397589,0.397589
220,0.397878,0.397878,0.397878,0.397878,0.397878
221,0.3986,0.3986,0.3986,0.3986,0.3986
222,0.398889,0.398889,0.398889,0.398889,0.398889
223,0.398889,0.398889,0.398889,0.398889,0.398889
224,0.399322,0.399322,0.399322,0.399322,0.399322
225,0.399466,0.399466,0.399466,0.399466,0.399466
226,0.3999,0.3999,0.3999,0.3999,0.3999
227,0.399755,0.399755,0.399755,0.399755,0.399755
228,0.400622,0.400622,0.400622,0.400622,0.400622
229,0.400333,0.400333,0.400333,0.400333,0.400333
230,0.400766,0.400766,0.400766,0.400766,0.400766
231,0.401199,0.401199,0.401199,0.401199,0.401199
232,0.401344,0.401344,0.401344,0.401344,0.401344
233,0.401344,0.401344,0.401344,0.401344,0.401344
234,0.401777,0.401777,0.401777,0.401777,0.401777
235,0.40221,0.40221,0.40221,0.40221,0.40221
