TIME ms, IN1, IN2, MATH
1, -2.719727, -2.769775, 0.060049
0.998, -2.700195, -2.753906, 0.063711
0.996, -2.667236, -2.720947, 0.063711
0.994, -2.629395, -2.681885, 0.06249
0.992, -2.612305, -2.666016, 0.063711
0.99, -2.576904, -2.628174, 0.06127
0.988, -2.562256, -2.615967, 0.063711
0.986, -2.529297, -2.581787, 0.06249
0.984, -2.503662, -2.557373, 0.063711
0.982, -2.473145, -2.526855, 0.063711
0.98, -2.442627, -2.495117, 0.06249
0.979, -2.414551, -2.469482, 0.064932
0.977, -2.364502, -2.419434, 0.064932
0.975, -2.353516, -2.407227, 0.063711
0.973, -2.314453, -2.365723, 0.06127
0.971, -2.290039, -2.34375, 0.063711
0.969, -2.25708, -2.310791, 0.063711
0.967, -2.241211, -2.294922, 0.063711
0.965, -2.211914, -2.265625, 0.063711
0.963, -2.183838, -2.235107, 0.06127
0.961, -2.138672, -2.193604, 0.064932
0.959, -2.115479, -2.17041, 0.064932
0.957, -2.098389, -2.15332, 0.064932
0.955, -2.061768, -2.115479, 0.063711
0.953, -2.027588, -2.08252, 0.064932
0.951, -2.000732, -2.052002, 0.06127
0.949, -1.976318, -2.030029, 0.063711
0.947, -1.950684, -2.005615, 0.064932
0.945, -1.932373, -1.986084, 0.063711
0.943, -1.89209, -1.943359, 0.06127
0.941, -1.859131, -1.912842, 0.063711
0.939, -1.84082, -1.894531, 0.063711
0.938, -1.802979, -1.85791, 0.064932
0.936, -1.779785, -1.833496, 0.063711
0.934, -1.750488, -1.804199, 0.063711
0.932, -1.728516, -1.782227, 0.063711
0.93, -1.694336, -1.746826, 0.06249
0.928, -1.663818, -1.719971, 0.066152
0.926, -1.645508, -1.700439, 0.064932
0.924, -1.622314, -1.676025, 0.063711
0.922, -1.591797, -1.647949, 0.066152
0.92, -1.553955, -1.607666, 0.063711
0.918, -1.531982, -1.585693, 0.063711
0.916, -1.502686, -1.556396, 0.063711
0.914, -1.481934, -1.533203, 0.06127
